,3,,3,,2,,9,,2
result_dt,11413100,result_dt,11341400,result_dt,11299000,result_dt,11355500,result_dt,11446220
2009-05-08, 718,1978-05-08, 644,,NA,1987-05-09,219,,NA
2009-05-09, 718,1978-05-09, 787,,NA,1987-05-10,217,,NA
2009-05-10, 719,1978-05-10, 917,,NA,1987-05-11,210,,NA
2009-05-11, 719,1978-05-11, 953,,NA,1987-05-12,212,,NA
2009-05-12, 719,1978-05-12, 850,,NA,1987-05-13,213,,NA
2009-05-13, 720,1978-05-13, 904,,NA,1987-05-14,213,,NA
2009-05-14, 720,1978-05-14,1120,,NA,1987-05-15,217,,NA
2009-05-15, 720,1978-05-15,1120,,NA,1987-05-16,234,,NA
2009-05-16, 720,1978-05-16, 854,,NA,1987-05-17,228,,NA
2009-05-17, 720,1978-05-17, 778,,NA,1987-05-18,213,,NA
2009-05-18, 720,1978-05-18, 675,,NA,1987-05-19,203,,NA
2009-05-19, 721,1978-05-19, 632,,NA,1987-05-20,195,,NA
2009-05-20, 721,1978-05-20, 753,,NA,1987-05-21,193,,NA
2009-05-21, 721,1978-05-21, 916,,NA,1987-05-22,190,,NA
2009-05-22, 721,1978-05-22, 991,,NA,1987-05-23,188,,NA
2009-05-23, 721,1978-05-23, 818,,NA,1987-05-24,187,,NA
