,3,,3,,2,,9,,2
result_dt,11413100,result_dt,11341400,result_dt,11299000,result_dt,11355500,result_dt,11446220
1995-10-07,  80,1964-10-06,  46,2002-07-04,  473.0000,1973-10-07,153,2002-07-04,  473.0000
1995-10-08,  81,1964-10-07,  47,2002-07-05,  525.0000,1973-10-08,149,2002-07-05,  525.0000
1995-10-09,  82,1964-10-08,  47,2002-07-06,  553.0000,1973-10-09,147,2002-07-06,  553.0000
1995-10-10,  82,1964-10-09,  47,2002-07-07,  323.0000,1973-10-10,146,2002-07-07,  323.0000
1995-10-11,  83,1964-10-10,  47,2002-07-08,  526.0000,1973-10-11,146,2002-07-08,  526.0000
1995-10-12,  83,1964-10-11,  47,2002-07-09,  719.0000,1973-10-12,145,2002-07-09,  719.0000
1995-10-13,  83,1964-10-12,  47,2002-07-10,  680.0000,1973-10-13,145,2002-07-10,  680.0000
1995-10-14,  83,1964-10-13,  48,2002-07-11,  460.0000,1973-10-14,145,2002-07-11,  460.0000
1995-10-15,  83,1964-10-14,  48,2002-07-12,  805.0000,1973-10-15,144,2002-07-12,  805.0000
1995-10-16,  83,1964-10-15,  48,2002-07-13,  557.0000,1973-10-16,144,2002-07-13,  557.0000
1995-10-17,  83,1964-10-16,  48,2002-07-14,  451.0000,1973-10-17,144,2002-07-14,  451.0000
1995-10-18,  83,1964-10-17,  48,2002-07-15,  443.0000,1973-10-18,144,2002-07-15,  443.0000
1995-10-19,  83,1964-10-18,  48,2002-07-16,  363.0000,1973-10-19,144,2002-07-16,  363.0000
1995-10-20,  83,1964-10-19,  50,2002-07-17,  475.0000,1973-10-20,146,2002-07-17,  475.0000
1995-10-21,  83,1964-10-20,  50,2002-07-18,  513.0000,1973-10-21,147,2002-07-18,  513.0000
1995-10-22,  83,1964-10-21,  52,2002-07-19,  600.0000,1973-10-22,162,2002-07-19,  600.0000
1995-10-23,  83,1964-10-22,  53,2002-07-20,  482.0000,1973-10-23,165,2002-07-20,  482.0000
1995-10-24,  83,1964-10-23,  53,2002-07-21,  316.0000,1973-10-24,152,2002-07-21,  316.0000
1995-10-25,  84,1964-10-24,  54,2002-07-22,  349.0000,1973-10-25,150,2002-07-22,  349.0000
1995-10-26,  84,1964-10-25,  54,2002-07-23,  372.0000,1973-10-26,149,2002-07-23,  372.0000
1995-10-27,  84,1964-10-26,  60,2002-07-24,  497.0000,1973-10-27,148,2002-07-24,  497.0000
1995-10-28,  84,1964-10-27,  73,2002-07-25,  410.0000,1973-10-28,148,2002-07-25,  410.0000
1995-10-29,  84,1964-10-28,  94,2002-07-26,  452.0000,1973-10-29,147,2002-07-26,  452.0000
1995-10-30,  85,1964-10-29, 110,2002-07-27,  403.0000,1973-10-30,147,2002-07-27,  403.0000
1995-10-31,  85,1964-10-30,  88,2002-07-28,  244.0000,1973-10-31,147,2002-07-28,  244.0000
1995-11-01,  96,1964-10-31,  79,2002-07-29,  450.0000,1973-11-01,147,2002-07-29,  450.0000
1995-11-02, 100,1964-11-01, 104,2002-07-30,  455.0000,1973-11-02,147,2002-07-30,  455.0000
1995-11-03, 102,1964-11-02, 106,2002-07-31,  488.0000,1973-11-03,146,2002-07-31,  488.0000
1995-11-04, 103,1964-11-03,  88,2002-08-01,  484.0000,1973-11-04,146,2002-08-01,  484.0000
1995-11-05, 104,1964-11-04,  78,2002-08-02,  518.0000,1973-11-05,144,2002-08-02,  518.0000
1995-11-06, 104,1964-11-05,  75,2002-08-03,  205.0000,1973-11-06,149,2002-08-03,  205.0000
1995-11-07, 105,1964-11-06,  76,2002-08-04,  268.0000,1973-11-07,176,2002-08-04,  268.0000
1995-11-08, 105,1964-11-07,  75,2002-08-05,  293.0000,1973-11-08,190,2002-08-05,  293.0000
1995-11-09, 106,1964-11-08, 196,2002-08-06,  341.0000,1973-11-09,321,2002-08-06,  341.0000
1995-11-10, 106,1964-11-09, 253,2002-08-07,  406.0000,1973-11-10,521,2002-08-07,  406.0000
1995-11-11, 106,1964-11-10, 159,2002-08-08,  515.0000,1973-11-11,950,2002-08-08,  515.0000
1995-11-12, 107,1964-11-11, 135,2002-08-09,  535.0000,1973-11-12,638,2002-08-09,  535.0000
1995-11-13, 107,1964-11-12, 127,2002-08-10,  429.0000,1973-11-13,272,2002-08-10,  429.0000
1995-11-14, 107,1964-11-13, 118,2002-08-11,  370.0000,1973-11-14,222,2002-08-11,  370.0000
1995-11-15, 108,1964-11-14, 110,2002-08-12,  567.0000,1973-11-15,202,2002-08-12,  567.0000
1995-11-16, 108,1964-11-15, 100,2002-08-13,  623.0000,1973-11-16,194,2002-08-13,  623.0000
1995-11-17, 108,1964-11-16,  98,2002-08-14,  126.0000,1973-11-17,189,2002-08-14,  126.0000
1995-11-18, 109,1964-11-17,  96,2002-08-15,  403.0000,1973-11-18,179,2002-08-15,  403.0000
1995-11-19, 109,1964-11-18,  96,2002-08-16,  344.0000,1973-11-19,172,2002-08-16,  344.0000
1995-11-20, 109,1964-11-19,  94,2002-08-17,  274.0000,1973-11-20,171,2002-08-17,  274.0000
1995-11-21, 109,1964-11-20,  95,2002-08-18,  268.0000,1973-11-21,167,2002-08-18,  268.0000
1995-11-22, 110,1964-11-21,  97,2002-08-19,  332.0000,1973-11-22,160,2002-08-19,  332.0000
1995-11-23, 111,1964-11-22, 107,2002-08-20,  336.0000,1973-11-23,158,2002-08-20,  336.0000
1995-11-24, 113,1964-11-23, 105,2002-08-21,  414.0000,1973-11-24,157,2002-08-21,  414.0000
1995-11-25, 115,1964-11-24, 125,2002-08-22,  311.0000,1973-11-25,156,2002-08-22,  311.0000
1995-11-26, 117,1964-11-25, 173,2002-08-23,NA,1973-11-26,155,2002-08-23,NA
1995-11-27, 119,1964-11-26, 147,2002-08-24,27512.0000,1973-11-27,153,2002-08-24,27512.0000
1995-11-28, 121,1964-11-27, 130,2002-08-25,  280.0000,1973-11-28,152,2002-08-25,  280.0000
1995-11-29, 123,1964-11-28, 142,2002-08-26,  439.0000,1973-11-29,155,2002-08-26,  439.0000
1995-11-30, 125,1964-11-29, 137,2002-08-27,  627.0000,1973-11-30,160,2002-08-27,  627.0000
1995-12-01, 380,1964-11-30, 154,2002-08-28,  364.0000,1973-12-01,144,2002-08-28,  364.0000
1995-12-02, 519,1964-12-01, 273,2002-08-29,  309.0000,1973-12-02,149,2002-08-29,  309.0000
1995-12-03, 609,1964-12-02, 210,2002-08-30,  461.0000,1973-12-03,152,2002-08-30,  461.0000
1995-12-04, 668,1964-12-03, 171,2002-08-31,  337.0000,1973-12-04,152,2002-08-31,  337.0000
1995-12-05, 711,1964-12-04, 152,2002-09-01,  317.0000,1973-12-05,157,2002-09-01,  317.0000
1995-12-06, 744,1964-12-05, 141,2002-09-02,  457.0000,1973-12-06,157,2002-09-02,  457.0000
1995-12-07, 772,1964-12-06, 132,2002-09-03,  579.0000,1973-12-07,157,2002-09-03,  579.0000
1995-12-08, 795,1964-12-07, 128,2002-09-04,  385.0000,1973-12-08,155,2002-09-04,  385.0000
1995-12-09, 815,1964-12-08, 139,2002-09-05,  217.0000,1973-12-09,152,2002-09-05,  217.0000
1995-12-10, 832,1964-12-09, 157,2002-09-06,  281.0000,1973-12-10,152,2002-09-06,  281.0000
1995-12-11, 847,1964-12-10, 228,2002-09-07,  141.0000,1973-12-11,153,2002-09-07,  141.0000
1995-12-12, 861,1964-12-11, 309,2002-09-08,  135.0000,1973-12-12,152,2002-09-08,  135.0000
1995-12-13, 873,1964-12-12, 204,2002-09-09,  402.0000,1973-12-13,152,2002-09-09,  402.0000
1995-12-14, 883,1964-12-13, 172,2002-09-10,NA,1973-12-14,152,2002-09-10,NA
1995-12-15, 893,1964-12-14, 163,2002-09-11,  327.0000,1973-12-15,150,2002-09-11,  327.0000
1995-12-16, 902,1964-12-15, 159,2002-09-12,  248.0000,1973-12-16,150,2002-09-12,  248.0000
1995-12-17, 909,1964-12-16, 147,2002-09-13,  275.0000,1973-12-17,160,2002-09-13,  275.0000
1995-12-18, 917,1964-12-17, 132,2002-09-14,  267.0000,1973-12-18,155,2002-09-14,  267.0000
1995-12-19, 923,1964-12-18, 139,2002-09-15,  243.0000,1973-12-19,152,2002-09-15,  243.0000
1995-12-20, 929,1964-12-19, 144,2002-09-16,  139.0000,1973-12-20,151,2002-09-16,  139.0000
1995-12-21, 935,1964-12-20, 220,2002-09-17,  145.0000,1973-12-21,151,2002-09-17,  145.0000
1995-12-22, 940,1964-12-21,2420,2002-09-18,  365.0000,1973-12-22,150,2002-09-18,  365.0000
1995-12-23, 944,1964-12-22,8970,2002-09-19,  431.0000,1973-12-23,150,2002-09-19,  431.0000
1995-12-24, 949,1964-12-23,5260,2002-09-20,  369.0000,1973-12-24,149,2002-09-20,  369.0000
1995-12-25, 953,1964-12-24,2790,2002-09-21,  330.0000,1973-12-25,149,2002-09-21,  330.0000
1995-12-26, 956,1964-12-25,1570,2002-09-22,  318.0000,1973-12-26,149,2002-09-22,  318.0000
1995-12-27, 960,1964-12-26,1330,2002-09-23,  441.0000,1973-12-27,151,2002-09-23,  441.0000
1995-12-28, 963,1964-12-27,1010,2002-09-24,  197.0000,1973-12-28,151,2002-09-24,  197.0000
1995-12-29, 966,1964-12-28, 740,2002-09-25,  305.0000,1973-12-29,172,2002-09-25,  305.0000
1995-12-30, 968,1964-12-29, 572,2002-09-26,  378.0000,1973-12-30,162,2002-09-26,  378.0000
1995-12-31, 971,1964-12-30, 481,2002-09-27,  110.0000,1973-12-31,157,2002-09-27,  110.0000
1996-01-01,1092,1964-12-31, 413,2002-09-28,   95.0000,1974-01-01,149,2002-09-28,   95.0000
1996-01-02,1133,1965-01-01, 371,2002-09-29,  207.0000,1974-01-02,140,2002-09-29,  207.0000
1996-01-03,1156,1965-01-02, 330,2002-09-30,  256.0000,1974-01-03,144,2002-09-30,  256.0000
1996-01-04,1172,1965-01-03, 320,2002-10-01,  165.0000,1974-01-04,136,2002-10-01,  165.0000
1996-01-05,1184,1965-01-04, 308,2002-10-02,  186.0000,1974-01-05,143,2002-10-02,  186.0000
1996-01-06,1195,1965-01-05, 697,2002-10-03,  293.0000,1974-01-06,140,2002-10-03,  293.0000
1996-01-07,1204,1965-01-06, 706,2002-10-04,  337.0000,1974-01-07,137,2002-10-04,  337.0000
1996-01-08,1212,1965-01-07, 478,2002-10-05,  232.0000,1974-01-08,136,2002-10-05,  232.0000
1996-01-09,1220,1965-01-08, 381,2002-10-06,  230.0000,1974-01-09,134,2002-10-06,  230.0000
1996-01-10,1226,1965-01-09, 334,2002-10-07,  416.0000,1974-01-10,133,2002-10-07,  416.0000
1996-01-11,1232,1965-01-10, 334,2002-10-08,  240.0000,1974-01-11,134,2002-10-08,  240.0000
1996-01-12,1238,1965-01-11, 401,2002-10-09,  345.0000,1974-01-12,138,2002-10-09,  345.0000
1996-01-13,1243,1965-01-12, 347,2002-10-10,  203.0000,1974-01-13,145,2002-10-10,  203.0000
1996-01-14,1248,1965-01-13, 319,2002-10-11,  237.0000,1974-01-14,154,2002-10-11,  237.0000
1996-01-15,1252,1965-01-14, 300,2002-10-12,  189.0000,1974-01-15,363,2002-10-12,  189.0000
1996-01-16,1256,1965-01-15, 303,2002-10-13,  109.0000,1974-01-16,427,2002-10-13,  109.0000
1996-01-17,1260,1965-01-16, 313,2002-10-14,  274.0000,1974-01-17,301,2002-10-14,  274.0000
1996-01-18,1264,1965-01-17, 316,2002-10-15,  315.0000,1974-01-18,288,2002-10-15,  315.0000
1996-01-19,1268,1965-01-18, 330,2002-10-16,  380.0000,1974-01-19,313,2002-10-16,  380.0000
1996-01-20,1271,1965-01-19, 366,2002-10-17,  226.0000,1974-01-20,250,2002-10-17,  226.0000
1996-01-21,1274,1965-01-20, 387,2002-10-18,  210.0000,1974-01-21,219,2002-10-18,  210.0000
1996-01-22,1278,1965-01-21, 372,2002-10-19,  116.0000,1974-01-22,205,2002-10-19,  116.0000
1996-01-23,1281,1965-01-22, 340,2002-10-20,  123.0000,1974-01-23,197,2002-10-20,  123.0000
1996-01-24,1284,1965-01-23, 696,2002-10-21,  249.0000,1974-01-24,192,2002-10-21,  249.0000
1996-01-25,1286,1965-01-24, 717,2002-10-22,  205.0000,1974-01-25,189,2002-10-22,  205.0000
1996-01-26,1289,1965-01-25, 470,2002-10-23,  107.0000,1974-01-26,184,2002-10-23,  107.0000
1996-01-27,1291,1965-01-26, 392,2002-10-24,  251.0000,1974-01-27,180,2002-10-24,  251.0000
1996-01-28,1294,1965-01-27, 347,2002-10-25,  273.0000,1974-01-28,178,2002-10-25,  273.0000
1996-01-29,1296,1965-01-28, 318,2002-10-26,  194.0000,1974-01-29,176,2002-10-26,  194.0000
1996-01-30,1298,1965-01-29, 326,2002-10-27,  184.0000,1974-01-30,174,2002-10-27,  184.0000
1996-01-31,1300,1965-01-30, 370,2002-10-28,  291.0000,1974-01-31,173,2002-10-28,  291.0000
1996-02-01,1825,1965-01-31, 383,2002-10-29,  268.0000,1974-02-01,173,2002-10-29,  268.0000
1996-02-02,1921,1965-02-01, 362,2002-10-30,  258.0000,1974-02-02,169,2002-10-30,  258.0000
1996-02-03,1951,1965-02-02, 335,2002-10-31,  344.0000,1974-02-03,167,2002-10-31,  344.0000
1996-02-04,1964,1965-02-03, 318,2002-11-01,15506.0000,1974-02-04,167,2002-11-01,15506.0000
1996-02-05,1970,1965-02-04, 315,2002-11-02,NA,1974-02-05,164,2002-11-02,NA
1996-02-06,1973,1965-02-05, 344,2002-11-03,  300.0000,1974-02-06,161,2002-11-03,  300.0000
1996-02-07,1975,1965-02-06, 307,2002-11-04,  363.0000,1974-02-07,164,2002-11-04,  363.0000
1996-02-08,1976,1965-02-07, 276,2002-11-05,  247.0000,1974-02-08,162,2002-11-05,  247.0000
1996-02-09,1977,1965-02-08, 267,2002-11-06,  858.0000,1974-02-09,161,2002-11-06,  858.0000
1996-02-10,1977,1965-02-09, 248,2002-11-07,  485.0000,1974-02-10,159,2002-11-07,  485.0000
1996-02-11,1977,1965-02-10, 236,2002-11-08, 2828.0000,1974-02-11,159,2002-11-08, 2828.0000
1996-02-12,1977,1965-02-11, 231,2002-11-09, 1739.0000,1974-02-12,159,2002-11-09, 1739.0000
1996-02-13,1977,1965-02-12, 222,2002-11-10,  669.0000,1974-02-13,157,2002-11-10,  669.0000
1996-02-14,1977,1965-02-13, 221,2002-11-11,  648.0000,1974-02-14,156,2002-11-11,  648.0000
1996-02-15,1976,1965-02-14, 214,2002-11-12,  542.0000,1974-02-15,156,2002-11-12,  542.0000
1996-02-16,1976,1965-02-15, 205,2002-11-13,  407.0000,1974-02-16,157,2002-11-13,  407.0000
1996-02-17,1976,1965-02-16, 195,2002-11-14,  406.0000,1974-02-17,155,2002-11-14,  406.0000
1996-02-18,1975,1965-02-17, 196,2002-11-15,  449.0000,1974-02-18,156,2002-11-15,  449.0000
1996-02-19,1975,1965-02-18, 196,2002-11-16,  317.0000,1974-02-19,157,2002-11-16,  317.0000
1996-02-20,1974,1965-02-19, 195,2002-11-17,  283.0000,1974-02-20,153,2002-11-17,  283.0000
1996-02-21,1974,1965-02-20, 205,2002-11-18,  413.0000,1974-02-21,154,2002-11-18,  413.0000
1996-02-22,1974,1965-02-21, 212,2002-11-19,  520.0000,1974-02-22,153,2002-11-19,  520.0000
1996-02-23,1973,1965-02-22, 216,2002-11-20,  428.0000,1974-02-23,151,2002-11-20,  428.0000
1996-02-24,1973,1965-02-23, 208,2002-11-21,  346.0000,1974-02-24,153,2002-11-21,  346.0000
1996-02-25,1973,1965-02-24, 204,2002-11-22,  349.0000,1974-02-25,153,2002-11-22,  349.0000
1996-02-26,1972,1965-02-25, 206,2002-11-23,  304.0000,1974-02-26,153,2002-11-23,  304.0000
1996-02-27,1972,1965-02-26, 214,2002-11-24,  294.0000,1974-02-27,152,2002-11-24,  294.0000
1996-02-28,1972,1965-02-27, 258,2002-11-25,  274.0000,1974-02-28,149,2002-11-25,  274.0000
1996-02-29,1971,1965-02-28, 224,2002-11-26,  195.0000,1974-03-01,144,2002-11-26,  195.0000
1996-03-01,1449,1965-03-01, 215,2002-11-27,  274.0000,1974-03-02,147,2002-11-27,  274.0000
1996-03-02,1346,1965-03-02, 209,2002-11-28,  288.0000,1974-03-03,151,2002-11-28,  288.0000
1996-03-03,1304,1965-03-03, 198,2002-11-29,  299.0000,1974-03-04,153,2002-11-29,  299.0000
1996-03-04,1280,1965-03-04, 190,2002-11-30,  204.0000,1974-03-05,156,2002-11-30,  204.0000
1996-03-05,1264,1965-03-05, 194,2002-12-01,  199.0000,1974-03-06,160,2002-12-01,  199.0000
1996-03-06,1252,1965-03-06, 190,2002-12-02,  378.0000,1974-03-07,157,2002-12-02,  378.0000
1996-03-07,1243,1965-03-07, 185,2002-12-03,  270.0000,1974-03-08,153,2002-12-03,  270.0000
1996-03-08,1235,1965-03-08, 183,2002-12-04,  313.0000,1974-03-09,153,2002-12-04,  313.0000
1996-03-09,1229,1965-03-09, 189,2002-12-05,  288.0000,1974-03-10,155,2002-12-05,  288.0000
1996-03-10,1223,1965-03-10, 197,2002-12-06,  355.0000,1974-03-11,155,2002-12-06,  355.0000
1996-03-11,1219,1965-03-11, 209,2002-12-07,  224.0000,1974-03-12,154,2002-12-07,  224.0000
1996-03-12,1215,1965-03-12, 218,2002-12-08,  248.0000,1974-03-13,152,2002-12-08,  248.0000
1996-03-13,1211,1965-03-13, 208,2002-12-09,  381.0000,1974-03-14,155,2002-12-09,  381.0000
1996-03-14,1208,1965-03-14, 209,2002-12-10,  387.0000,1974-03-15,158,2002-12-10,  387.0000
1996-03-15,1205,1965-03-15, 213,2002-12-11,  390.0000,1974-03-16,158,2002-12-11,  390.0000
1996-03-16,1202,1965-03-16, 218,2002-12-12,  320.0000,1974-03-17,164,2002-12-12,  320.0000
1996-03-17,1200,1965-03-17, 217,2002-12-13,  799.0000,1974-03-18,165,2002-12-13,  799.0000
1996-03-18,1198,1965-03-18, 206,2002-12-14, 1349.0000,1974-03-19,163,2002-12-14, 1349.0000
1996-03-19,1196,1965-03-19, 201,2002-12-15, 1191.0000,1974-03-20,162,2002-12-15, 1191.0000
1996-03-20,1194,1965-03-20, 203,2002-12-16, 3347.0000,1974-03-21,161,2002-12-16, 3347.0000
1996-03-21,1193,1965-03-21, 221,2002-12-17, 2065.0000,1974-03-22,161,2002-12-17, 2065.0000
1996-03-22,1192,1965-03-22, 236,2002-12-18,  912.0000,1974-03-23,162,2002-12-18,  912.0000
1996-03-23,1190,1965-03-23, 238,2002-12-19, 1246.0000,1974-03-24,164,2002-12-19, 1246.0000
1996-03-24,1189,1965-03-24, 228,2002-12-20,  950.0000,1974-03-25,165,2002-12-20,  950.0000
1996-03-25,1188,1965-03-25, 219,2002-12-21,  954.0000,1974-03-26,168,2002-12-21,  954.0000
1996-03-26,1187,1965-03-26, 215,2002-12-22,  528.0000,1974-03-27,165,2002-12-22,  528.0000
1996-03-27,1186,1965-03-27, 207,2002-12-23,  578.0000,1974-03-28,192,2002-12-23,  578.0000
1996-03-28,1185,1965-03-28, 209,2002-12-24,  476.0000,1974-03-29,241,2002-12-24,  476.0000
1996-03-29,1184,1965-03-29, 219,2002-12-25,  430.0000,1974-03-30,201,2002-12-25,  430.0000
1996-03-30,1183,1965-03-30, 230,2002-12-26,  563.0000,1974-03-31,199,2002-12-26,  563.0000
1996-03-31,1183,1965-03-31, 234,2002-12-27,  841.0000,1974-04-01,189,2002-12-27,  841.0000
1996-04-01,1191,1965-04-01, 326,2002-12-28,  770.0000,1974-04-02,183,2002-12-28,  770.0000
1996-04-02,1193,1965-04-02, 291,2002-12-29, 1378.0000,1974-04-03,182,2002-12-29, 1378.0000
1996-04-03,1195,1965-04-03, 249,2002-12-30,  803.0000,1974-04-04,183,2002-12-30,  803.0000
1996-04-04,1196,1965-04-04, 257,2002-12-31, 1253.0000,1974-04-05,180,2002-12-31, 1253.0000
1996-04-05,1197,1965-04-05, 294,2003-01-01,  806.0000,1974-04-06,178,2003-01-01,  806.0000
1996-04-06,1198,1965-04-06, 274,2003-01-02,  693.0000,1974-04-07,176,2003-01-02,  693.0000
1996-04-07,1199,1965-04-07, 266,2003-01-03,  920.0000,1974-04-08,174,2003-01-03,  920.0000
1996-04-08,1200,1965-04-08, 265,2003-01-04,  864.0000,1974-04-09,175,2003-01-04,  864.0000
1996-04-09,1200,1965-04-09, 274,2003-01-05,  661.0000,1974-04-10,176,2003-01-05,  661.0000
1996-04-10,1201,1965-04-10, 261,2003-01-06,  949.0000,1974-04-11,177,2003-01-06,  949.0000
1996-04-11,1201,1965-04-11, 250,2003-01-07,  795.0000,1974-04-12,178,2003-01-07,  795.0000
1996-04-12,1202,1965-04-12, 261,2003-01-08,  757.0000,1974-04-13,180,2003-01-08,  757.0000
1996-04-13,1202,1965-04-13, 277,2003-01-09,  912.0000,1974-04-14,182,2003-01-09,  912.0000
1996-04-14,1203,1965-04-14, 374,2003-01-10, 1250.0000,1974-04-15,182,2003-01-10, 1250.0000
1996-04-15,1203,1965-04-15, 787,2003-01-11, 1002.0000,1974-04-16,183,2003-01-11, 1002.0000
1996-04-16,1203,1965-04-16, 840,2003-01-12,  914.0000,1974-04-17,185,2003-01-12,  914.0000
1996-04-17,1204,1965-04-17, 572,2003-01-13,  840.0000,1974-04-18,183,2003-01-13,  840.0000
1996-04-18,1204,1965-04-18, 688,2003-01-14,  901.0000,1974-04-19,180,2003-01-14,  901.0000
1996-04-19,1204,1965-04-19,1110,2003-01-15,  776.0000,1974-04-20,178,2003-01-15,  776.0000
1996-04-20,1204,1965-04-20,1680,2003-01-16,  774.0000,1974-04-21,179,2003-01-16,  774.0000
1996-04-21,1204,1965-04-21,1630,2003-01-17,  837.0000,1974-04-22,184,2003-01-17,  837.0000
1996-04-22,1205,1965-04-22,1170,2003-01-18,  722.0000,1974-04-23,189,2003-01-18,  722.0000
1996-04-23,1205,1965-04-23, 983,2003-01-19,  648.0000,1974-04-24,184,2003-01-19,  648.0000
1996-04-24,1205,1965-04-24, 918,2003-01-20,  895.0000,1974-04-25,180,2003-01-20,  895.0000
1996-04-25,1205,1965-04-25, 910,2003-01-21,  958.0000,1974-04-26,178,2003-01-21,  958.0000
1996-04-26,1205,1965-04-26, 958,2003-01-22,NA,1974-04-27,176,2003-01-22,NA
1996-04-27,1205,1965-04-27,1030,2003-01-23,  903.0000,1974-04-28,175,2003-01-23,  903.0000
1996-04-28,1205,1965-04-28,1140,2003-01-24, 1025.0000,1974-04-29,170,2003-01-24, 1025.0000
1996-04-29,1205,1965-04-29,1160,2003-01-25,  796.0000,1974-04-30,171,2003-01-25,  796.0000
1996-04-30,1205,1965-04-30,1030,2003-01-26,  773.0000,1974-05-01,181,2003-01-26,  773.0000
1996-05-01,1171,1965-05-01, 845,2003-01-27, 1081.0000,1974-05-02,188,2003-01-27, 1081.0000
1996-05-02,1160,1965-05-02, 670,2003-01-28, 1066.0000,1974-05-03,191,2003-01-28, 1066.0000
1996-05-03,1154,1965-05-03, 566,2003-01-29, 1101.0000,1974-05-04,195,2003-01-29, 1101.0000
1996-05-04,1150,1965-05-04, 522,2003-01-30,  933.0000,1974-05-05,204,2003-01-30,  933.0000
1996-05-05,1146,1965-05-05, 480,2003-01-31, 1079.0000,1974-05-06,215,2003-01-31, 1079.0000
1996-05-06,1143,1965-05-06, 426,2003-02-01, 1077.0000,1974-05-07,217,2003-02-01, 1077.0000
1996-05-07,1141,1965-05-07, 386,2003-02-02, 1082.0000,1974-05-08,236,2003-02-02, 1082.0000
1996-05-08,1139,1965-05-08, 381,2003-02-03,  913.0000,1974-05-09,257,2003-02-03,  913.0000
1996-05-09,1137,1965-05-09, 394,2003-02-04,  914.0000,1974-05-10,251,2003-02-04,  914.0000
1996-05-10,1135,1965-05-10, 407,2003-02-05,  697.0000,1974-05-11,248,2003-02-05,  697.0000
1996-05-11,1134,1965-05-11, 446,2003-02-06,  788.0000,1974-05-12,246,2003-02-06,  788.0000
1996-05-12,1133,1965-05-12, 494,2003-02-07,  850.0000,1974-05-13,237,2003-02-07,  850.0000
1996-05-13,1131,1965-05-13, 552,2003-02-08,  748.0000,1974-05-14,233,2003-02-08,  748.0000
1996-05-14,1130,1965-05-14, 538,2003-02-09,  499.0000,1974-05-15,234,2003-02-09,  499.0000
1996-05-15,1129,1965-05-15, 527,2003-02-10,  741.0000,1974-05-16,225,2003-02-10,  741.0000
1996-05-16,1129,1965-05-16, 575,2003-02-11,  627.0000,1974-05-17,218,2003-02-11,  627.0000
1996-05-17,1128,1965-05-17, 555,2003-02-12, 1014.0000,1974-05-18,207,2003-02-12, 1014.0000
1996-05-18,1127,1965-05-18, 469,2003-02-13, 1277.0000,1974-05-19,205,2003-02-13, 1277.0000
1996-05-19,1127,1965-05-19, 465,2003-02-14, 1150.0000,1974-05-20,200,2003-02-14, 1150.0000
1996-05-20,1126,1965-05-20, 439,2003-02-15,  959.0000,1974-05-21,190,2003-02-15,  959.0000
1996-05-21,1125,1965-05-21, 419,2003-02-16, 1314.0000,1974-05-22,197,2003-02-16, 1314.0000
1996-05-22,1125,1965-05-22, 398,2003-02-17,  914.0000,1974-05-23,209,2003-02-17,  914.0000
1996-05-23,1125,1965-05-23, 339,2003-02-18,  890.0000,1974-05-24,220,2003-02-18,  890.0000
1996-05-24,1124,1965-05-24, 309,2003-02-19,  923.0000,1974-05-25,247,2003-02-19,  923.0000
1996-05-25,1124,1965-05-25, 300,2003-02-20,  867.0000,1974-05-26,282,2003-02-20,  867.0000
1996-05-26,1123,1965-05-26, 303,2003-02-21,  714.0000,1974-05-27,310,2003-02-21,  714.0000
1996-05-27,1123,1965-05-27, 323,2003-02-22,  757.0000,1974-05-28,315,2003-02-22,  757.0000
1996-05-28,1123,1965-05-28, 353,2003-02-23,  691.0000,1974-05-29,296,2003-02-23,  691.0000
1996-05-29,1122,1965-05-29, 372,2003-02-24,  846.0000,1974-05-30,282,2003-02-24,  846.0000
1996-05-30,1122,1965-05-30, 366,2003-02-25, 1272.0000,1974-05-31,283,2003-02-25, 1272.0000
1996-05-31,1122,1965-05-31, 335,2003-02-26, 1295.0000,1974-06-01,287,2003-02-26, 1295.0000
1996-06-01, 715,1965-06-01, 293,2003-02-27, 1143.0000,1974-06-02,292,2003-02-27, 1143.0000
1996-06-02, 605,1965-06-02, 268,2003-02-28, 1034.0000,1974-06-03,310,2003-02-28, 1034.0000
1996-06-03, 554,1965-06-03, 265,2003-03-01,  822.0000,1974-06-04,307,2003-03-01,  822.0000
1996-06-04, 523,1965-06-04, 255,2003-03-02,  816.0000,1974-06-05,304,2003-03-02,  816.0000
1996-06-05, 503,1965-06-05, 248,2003-03-03, 1070.0000,1974-06-06,300,2003-03-03, 1070.0000
1996-06-06, 487,1965-06-06, 239,2003-03-04, 1020.0000,1974-06-07,297,2003-03-04, 1020.0000
1996-06-07, 474,1965-06-07, 225,2003-03-05, 1026.0000,1974-06-08,278,2003-03-05, 1026.0000
1996-06-08, 464,1965-06-08, 210,2003-03-06, 1055.0000,1974-06-09,283,2003-03-06, 1055.0000
1996-06-09, 455,1965-06-09, 191,2003-03-07,  756.0000,1974-06-10,298,2003-03-07,  756.0000
1996-06-10, 448,1965-06-10, 177,2003-03-08,  810.0000,1974-06-11,308,2003-03-08,  810.0000
1996-06-11, 441,1965-06-11, 169,2003-03-09,  653.0000,1974-06-12,318,2003-03-09,  653.0000
1996-06-12, 435,1965-06-12, 164,2003-03-10,  691.0000,1974-06-13,319,2003-03-10,  691.0000
1996-06-13, 430,1965-06-13, 160,2003-03-11,  963.0000,1974-06-14,322,2003-03-11,  963.0000
1996-06-14, 426,1965-06-14, 164,2003-03-12, 1008.0000,1974-06-15,321,2003-03-12, 1008.0000
