V1,V2,V3,V4,V5,bestlam,rmse
3,8,14,19,20,62.4579409533951,48.0727908389727
2,4,5,13,16,0.96837654670691,53.6827544607748
6,9,14,15,18,45.770823433372,178.193459928273
6,8,13,15,18,0.811755556131718,257.77779189098
9,14,15,17,20,69.6506943076344,50.8833204966215
3,4,5,9,21,59.2380208289137,80.2930549893266
2,3,6,7,9,50.7097924969993,209.748513331316
2,6,15,18,21,1.50051354897369,229.097351678464
3,9,14,15,21,60.1014112868618,76.6872560344627
1,2,16,17,20,8.70204893523796,65.4953587800751
9,10,11,12,16,47.4922927886883,199.723115248983
6,7,11,15,18,12.3839275453441,240.081908110081
1,4,7,8,16,8.79308775159237,26.8874423659899
6,11,12,18,20,19.1170591776884,207.377736706285
1,2,11,13,16,56.4318863858069,191.995216686401
2,7,8,17,19,17.1058426357899,32.8633764545706
6,9,14,16,20,60.5849258515227,187.536220012749
2,4,7,8,18,65.0461195895901,50.3740010417316
3,4,10,18,21,56.6860342993821,89.4467034065205
3,12,13,19,20,65.5583752607005,53.8993594802476
2,10,13,20,21,0.809670779035995,114.795192876057
1,7,9,16,21,6.82251957704375,119.135155940245
1,13,16,20,21,50.6549166141357,94.6918769312111
10,13,16,17,21,16.9862830514206,144.865242044165
2,9,14,18,20,5.31139386249463,698.162864627877
4,5,11,17,19,47.3645830707969,183.19497660303
6,16,17,18,20,14.9459954797058,509.754387632741
2,4,5,10,18,70.0667518619138,65.4780952103904
5,6,12,13,15,0.762780742460527,286.21853966023
4,9,15,17,19,10.0779528663822,70.7769273531106
2,4,10,17,21,11.1969311558407,80.7145963682737
4,11,12,16,20,48.9014080699579,198.043804368515
4,9,14,17,20,65.4543602142988,62.8003942966087
1,6,11,13,21,1.74541428549466,358.600026509165
4,5,9,12,21,70.7122091350247,80.6891469234789
1,7,11,12,19,44.4019340501416,174.180282090453
2,4,11,12,20,48.9240263772411,216.752050216851
6,7,12,13,16,0.623312630788388,272.392005522411
8,14,15,18,20,14.0294014835729,60.2898900285207
5,11,12,15,17,51.3908645205618,186.162124045778
2,8,17,18,19,14.6033343663126,42.5689166878472
2,4,6,9,11,16.7070940943932,389.034469982594
4,10,11,19,21,39.5785556646685,258.426704286324
1,3,6,12,20,47.5059934980978,215.297491463741
1,4,7,13,21,65.0630813883433,144.600485357451
7,10,13,14,18,8.49800473084877,119.898079958459
6,7,8,14,20,0.665500775784839,307.369901457412
1,9,12,18,21,7.62554803263418,93.8966907941475
1,10,16,19,20,5.92792290270819,364.670136699315
7,16,18,19,21,8.99789074025805,107.779394357289
7,11,18,20,21,37.2741698837064,159.315405128816
4,11,16,17,20,43.8474757031061,195.507897040183
4,6,10,14,20,55.758766304775,172.257325258222
9,12,15,17,21,11.2713620825787,114.516613030327
8,12,13,15,16,5.83531143511515,1199.22132612588
12,13,15,18,21,8.2589056049308,206.890964056749
1,7,14,16,18,8.51828081881879,70.4460610155299
1,11,12,13,16,47.4155594044938,204.876731716808
1,4,6,14,16,56.6614835425404,292.138008031155
4,5,8,16,21,52.8621485272755,89.1142367692587
1,7,13,18,21,8.01417797991024,115.846529960445
1,6,8,13,19,0.77374259368812,307.070032318553
6,8,12,13,15,0.758648913020853,263.651802651102
11,12,14,17,18,52.1656767146665,208.628063013089
10,16,18,20,21,47.2108670387014,78.3767262883752
9,10,12,16,18,9.90884075429345,118.370659896378
8,10,18,19,21,9.78613221794689,113.303524804961
8,12,14,18,19,14.051815266767,55.3024962716089
2,9,14,16,18,70.5453658706802,50.1839710702626
8,9,12,14,21,10.3886821212492,92.4436582690437
4,7,12,15,16,11.03823744871,43.4101027750187
3,10,14,15,21,56.8188114081027,123.150224616825
1,5,17,18,20,65.2888510585548,58.2659217561624
8,10,11,13,17,0.583034321398254,274.57461124451
3,8,15,16,20,62.6477596452339,56.430947436415
2,5,7,11,18,54.1400241553332,188.195887024693
7,8,12,13,16,8.42079875892715,23.3950862211015
6,13,16,17,18,4.03749372400522,397.891357007899
1,6,8,14,21,0.798050438368718,215.787884741259
3,12,13,16,18,12.5718914205313,1500.30495510987
4,6,13,16,21,0.66551725356958,1538.39503727608
4,6,8,15,19,53.3828372969951,221.346230057826
2,3,8,12,15,68.3024238591969,22.1836129995609
6,8,13,15,20,0.751493783506695,315.130630010908
4,12,14,17,18,9.85831851759447,56.2729178408646
2,5,10,18,20,5.84654546388922,81.1845485176602
1,7,13,18,19,7.90186329301539,88.6565738625281
1,11,13,17,18,9.27397701084037,275.017728570584
1,7,8,14,19,9.41008325381065,44.7913272622677
6,9,10,18,21,54.2805436165443,286.887229402778
1,3,7,15,21,9.27809926997143,217.273638708216
2,6,15,17,18,29.2682663445383,488.324321476446
1,11,13,14,15,53.0941937363819,177.953804276292
6,9,15,18,20,48.5923008619443,409.571860673491
10,14,16,18,19,22.0720960069972,89.3248165030001
3,8,9,10,14,59.3158413643141,66.8601908747614
2,4,6,8,9,48.0800096023477,190.559106163328
3,7,18,19,21,10.9384005402208,109.547067502934
8,11,15,19,21,39.0307450594631,189.307276743286
4,5,10,16,20,53.6871066229675,90.8078285846174
3,9,11,20,21,41.2767541573257,273.690639371499
7,8,9,13,14,18.460975442347,90.7790766436235
3,4,19,20,21,57.3847449838393,88.7161298126036
3,8,13,16,20,61.4457400083418,57.8124883526372
5,6,8,16,21,56.8225885491444,295.94955116334
3,6,14,18,19,0.855542994459273,244.077929228061
1,4,13,15,18,66.9845940810348,49.0308794828029
1,5,10,13,19,7.72707716399705,217.375464942661
7,10,13,18,19,10.2619301297152,155.948556638621
2,3,5,6,21,50.736084522048,377.960312049604
2,9,10,14,21,1.613776580657,122.355702610003
6,11,13,17,19,0.780297393497342,351.552301134878
7,15,16,17,21,13.4410775357338,174.4807011423
9,10,16,20,21,4.55775739581334,390.988848084555
1,5,11,18,19,49.1136530876326,171.286525904119
3,11,13,14,20,55.0813830113919,182.348139504341
9,11,12,15,19,47.5228702018682,136.420500525277
3,6,10,12,20,50.5882623771754,160.562109046388
1,4,6,13,17,8.36887979752788,384.054016178855
1,2,4,5,15,75.1906569493519,32.5696466931142
6,9,10,12,20,52.7861330831497,156.905212063184
5,10,15,16,21,8.05340181582056,241.574151956404
5,7,8,10,11,47.6213609716306,188.786393661994
1,2,4,11,12,42.3810491475792,264.758045303802
6,14,16,17,21,0.628234178808979,513.367335938474
6,12,13,16,20,2.80990519032528,5645.4279925719
2,3,11,14,19,46.3504120826653,174.360893123683
1,3,7,11,16,48.4599028283541,220.750256391266
12,13,16,17,18,4.22276631223776,69.9930361388706
8,9,12,18,19,62.7305114947739,40.1886089049408
2,7,13,18,21,0.682316020892159,130.70729761371
7,9,15,17,21,11.2645089825373,98.5951033871215
2,4,6,10,18,54.2362802315081,3387.25810497075
1,4,10,13,19,2.17788953676463,233.720852539074
7,9,11,14,19,52.8608743158828,174.736909701971
4,5,7,18,19,11.1991350548424,71.8718305905237
14,15,16,18,20,63.3925606838966,56.9514413045593
6,10,14,18,21,57.9368978855736,164.988749869434
1,10,13,14,17,12.0764865274274,145.817360203538
2,6,15,17,19,26.3417227801531,615.065068659687
3,4,6,16,17,7.7780146603137,356.422568182512
5,11,13,18,21,43.8578649499644,136.946268866328
1,5,7,9,21,8.55961153691845,137.925994027175
9,11,14,18,21,44.0606095366779,129.184131093391
5,9,16,20,21,10.9856100157002,132.142584005333
8,12,15,16,21,6.92422838152211,138.600615885669
2,8,13,14,20,1.24180949685227,62.52598512103
3,10,15,17,18,12.7167551791123,83.901459911267
1,4,5,8,14,3.7362976935541,31.6756023364464
2,3,7,12,17,10.920217545308,33.3560786019501
1,3,9,16,20,4.50128349480133,164.657309873701
2,9,15,16,21,1.1043427796158,111.753637558147
1,3,7,14,21,10.714294325735,110.004880844828
1,2,3,13,14,75.9472637331581,23.8616233032597
4,6,7,8,17,1.71371676381829,493.064822423803
6,7,15,16,19,0.704526715179172,280.714932610258
10,13,17,18,21,18.3071076925625,96.2270733019356
6,7,10,16,17,2.22159464912713,236.971993160144
3,5,10,20,21,50.7617974621734,94.5928042376016
3,15,17,19,21,8.87402799505384,155.561096432833
3,9,11,19,20,51.2152923196499,178.68341788112
3,9,10,11,20,45.4870979327071,232.271485703185
2,9,11,16,20,45.8045752464027,161.72027913475
5,11,12,15,18,53.7546504182939,144.874259449288
3,8,10,17,19,11.2918371879308,149.32453138539
5,8,15,18,21,5.45361111314069,90.3261086626507
7,16,17,19,20,18.8393645453624,72.7031588712355
1,2,9,11,17,50.2226298418603,181.252834835444
4,12,16,19,20,64.4791838827767,60.3360179881525
2,4,14,17,20,11.3000894382992,46.850421926833
7,10,11,13,21,31.0981328400663,186.269798430441
4,11,12,17,18,52.3717087239306,188.251878178481
5,7,10,14,21,10.3900024165692,127.277992184652
6,10,12,15,18,45.8349473018474,4399.55222794589
4,8,12,16,18,11.2751372817368,65.8402621174107
2,5,6,10,15,44.7087223048678,443.536608201964
1,2,7,14,20,7.49537120744866,68.3866570303086
1,3,9,20,21,54.988686607217,92.5951835188179
1,2,12,13,19,0.864152029866641,40.0472165597628
7,10,12,18,20,8.99395455769194,99.834981567946
2,4,6,7,14,49.4988544087508,204.057837940985
6,7,10,12,18,53.2608703675313,2522.42762077541
2,5,9,17,19,14.3119616774166,72.2501712427062
5,6,10,13,19,52.027443065868,292.792512240367
1,6,15,17,18,29.6446548174666,569.240412933299
1,3,12,16,18,3.95232694815335,62.3478838038573
1,10,16,19,21,8.44352205228726,149.623484400943
4,9,11,12,16,50.7863047808481,206.769708131101
2,11,19,20,21,44.347937812578,161.499085989908
1,2,13,14,15,0.761774393652073,38.8174185547771
3,7,9,12,19,66.1987924204508,48.9214260197873
2,11,18,20,21,43.2677081924008,140.590999933603
12,13,16,19,21,10.6841609057989,95.9221483043872
1,3,8,9,10,0.689852221369844,278.086157227781
6,11,17,18,20,19.9097938501041,237.18885493153
2,4,5,17,19,14.4645578013448,29.7516205585189
4,10,12,16,21,60.6037437702107,113.63534480244
1,3,7,16,18,9.84896247067846,67.9708952667962
2,3,8,14,20,9.15554405584996,980.391333533262
10,12,16,17,19,16.668650027898,130.132770719829
10,11,13,18,19,25.1490789099671,198.750796907563
5,11,14,15,19,56.2176204267196,134.323287581829
2,7,11,16,18,44.4309015001663,219.381725872288
5,10,14,17,20,68.7477441921483,66.9770429752933
6,14,16,19,21,44.7400507366984,207.013082252993
2,3,5,7,14,66.898302764551,32.4357874077677
10,11,15,18,21,38.8558544712335,154.341213585019
3,5,11,16,18,45.3927808510553,209.273463595982
2,5,7,19,20,9.79051549055302,67.0065204931628
1,5,10,13,17,10.7454200085959,201.249737445762
4,5,8,18,20,59.1821012405166,58.4525569117708
1,2,5,7,11,54.9520904801563,262.83299219877
2,4,7,18,19,5.05858227565385,79.3116235921377
1,3,4,17,18,5.21019915674706,64.7324330179014
4,12,19,20,21,68.7343740447947,85.9700956773572
2,4,6,10,21,55.7248814492463,153.336292056752
4,14,16,17,20,65.8244004396047,59.8921055295429
4,6,9,13,15,0.739169884760732,536.355011925594
6,7,12,14,19,0.69343188970494,257.359591094083
1,3,14,15,19,6.66725912635661,59.780097688783
7,11,15,16,21,45.2522978434952,208.76574476395
8,13,14,17,19,13.8775854941001,36.6916984185633
7,10,13,15,21,0.740006373260902,151.435586289177
2,4,8,13,20,5.12620031053974,58.1104488754462
2,3,8,13,16,0.946280140408144,1458.13183957263
1,7,9,13,20,4.0787541003942,92.129119788618
6,9,14,19,20,51.556496809002,148.419521258484
4,7,9,10,17,66.3598971491533,85.8110373822243
2,9,13,15,19,0.909721019842189,66.7337874366298
3,6,8,9,12,0.981212053924809,300.680369743611
4,8,9,11,18,47.6874301173607,180.210078954203
1,7,11,15,17,8.40972610372766,294.828631258263
5,6,13,16,18,2.57035777485873,752.954529876816
1,13,14,15,19,11.3471335493812,37.6566734097758
1,8,17,20,21,82.2449236925659,87.1909861221548
1,7,10,15,17,7.02515508088203,110.307194882933
4,8,14,18,21,59.9516384268663,83.1857097254145
3,6,7,15,20,1.08001245795549,254.708783466932
5,9,10,14,18,5.95444550372548,103.936857678437
2,6,9,10,14,53.5249141455149,191.198502698029
4,6,9,12,21,2.518778021202,297.548144941676
2,3,4,5,16,63.6675018394738,34.3908650661771
2,5,12,16,21,2.33293351550388,113.393049369573
2,7,10,15,21,1.55548195311517,106.74545179958
5,7,12,19,20,65.9909482091245,54.6016962932036
2,10,11,16,19,44.6749608998163,206.655502796839
3,6,9,14,19,50.8013816362387,182.973691821743
2,6,9,12,15,10.4434733700738,690.898860212264
4,5,10,18,19,14.111055411334,121.434050259245
8,11,12,14,15,40.1317756336666,160.503147434465
2,7,11,13,21,30.6474619952353,203.172333962622
4,7,10,14,16,9.98274554414895,119.453240080858
5,6,14,17,21,0.803251193134512,353.82049271139
1,8,14,16,21,6.33229400519288,129.806365822061
2,3,10,16,21,3.06140840109653,170.951387765396
3,5,13,18,21,12.33665711226,105.062631155102
7,9,10,15,19,63.609129243186,71.7122590303645
1,5,14,15,19,6.53068131363673,29.2037725113169
5,7,8,13,21,5.59616230171276,92.7025110770493
4,5,8,14,18,17.1419875214454,47.5048797683285
3,9,13,14,16,2.75996019146912,1045.92945840448
8,14,15,17,19,12.9025285001425,22.7305672873981
5,11,13,14,16,0.565720079747849,207.10258056201
4,6,11,17,18,12.6192272728681,332.158630739833
9,12,13,17,20,19.3518054906648,61.6199593762924
2,3,5,8,16,66.8118454710528,30.5058945123725
2,5,11,18,19,46.179484631559,154.89985423068
1,3,5,19,20,65.711966217735,51.9875386167548
5,11,17,19,20,50.1936715363867,160.897305715782
4,5,10,17,18,12.6414733006151,97.0112706489242
8,13,15,16,20,2.79562222151392,116.19102168436
5,13,16,17,20,75.5352988715131,58.7550142135809
14,17,18,20,21,10.71842903262,146.952276388396
8,9,10,15,17,13.3238633313121,98.6629271174278
1,3,9,13,16,5.39299526423785,110.02166417068
6,13,18,20,21,0.695643636423389,2133.02786003248
2,5,10,11,18,46.9163258010797,155.508780671074
4,6,12,14,19,0.686402857161323,288.887606080041
3,9,12,13,18,64.0091098083349,53.5726945374227
5,6,10,16,20,63.7088455903009,186.028222681433
1,10,11,12,14,49.6842253904585,182.647319064348
1,3,4,7,18,65.8331474391542,49.8910050104463
3,11,14,20,21,44.7986715992245,215.098512280898
2,4,6,18,21,0.602918325328465,1650.56339805453
5,11,12,18,19,50.7271604499921,148.489177639392
3,4,8,10,15,60.6183993363629,70.0010508764656
1,2,14,19,20,6.06754813508188,63.0167676675188
3,9,15,17,19,10.9468351223201,59.2692366345302
3,12,13,17,19,14.3287300806442,24.9208077682755
1,3,6,14,20,52.7136933133648,275.843381323034
6,8,10,11,16,20.1360199960241,274.284527810361
5,13,19,20,21,58.2391030304843,76.2562071411228
5,7,9,14,16,9.97549533341538,94.9773449181653
5,6,11,14,21,13.822653778703,203.382743828004
9,11,13,18,20,24.2393338892752,133.519917171952
9,10,16,19,21,10.5180969192718,134.871418362487
3,4,8,10,14,59.4258920527196,70.7480234687931
1,5,8,9,10,6.35100625934588,126.896666090845
2,3,8,17,20,10.843660988672,81.1850329851451
4,11,13,18,19,26.3966471325863,171.185718563058
4,11,12,14,18,18.5106121572375,232.477293728586
3,6,12,20,21,55.7991732533168,167.640226162666
3,4,16,20,21,54.5275988460317,109.510902061576
8,9,13,19,20,7.00266536423131,73.4449678141339
4,7,8,11,18,47.2821649654209,233.446537092011
1,3,7,8,16,7.73407063881836,22.5397205521412
2,7,10,12,19,63.993717689731,68.5605328645181
2,7,8,13,17,10.1844480986899,33.1328142945219
2,4,17,20,21,10.1635703810295,108.129423109592
8,11,15,17,21,45.2449020493372,181.138910409576
1,4,11,15,16,44.9364663611635,189.818595544656
8,9,14,20,21,9.70752377053368,88.8408731016098
4,12,13,16,20,3.82600477327501,65.966112757187
4,5,10,12,21,67.5117996505434,89.4840906453538
1,5,10,19,20,6.9746901645291,88.7596006523747
3,9,12,15,18,67.5957085331177,47.2477887615616
4,8,15,18,20,61.6212856465002,58.3881307246928
4,6,9,12,18,54.6786868960843,325.253889936416
7,10,14,18,21,9.7692600379062,115.883231611086
2,4,8,14,15,66.3941329164997,27.1774051811602
1,6,10,18,20,42.2803611347107,170.676743105638
1,2,4,13,20,2.13196337976639,69.0845382849782
4,10,12,13,20,5.12692590519326,286.164858796262
2,6,10,14,15,49.1644562784638,172.251004718939
3,5,10,15,20,65.7004139733562,66.3930983217526
2,4,12,17,20,12.6815817175641,64.0493226507315
2,3,9,18,19,75.2573605246021,40.9558963718174
1,3,10,17,19,7.31577271015919,126.044439253565
2,7,12,14,16,61.2019260769565,33.2279526618063
3,8,11,15,21,48.2520408924797,206.397648223508
3,7,13,15,19,76.3823012065313,36.2768825772531
6,8,10,18,21,55.0703870222241,312.679890494306
3,4,5,12,14,7.1997834948524,38.4279744434448
1,5,8,9,14,6.07967998634023,96.3084090119859
1,3,4,6,21,58.1207801618659,286.788405109301
4,11,14,18,20,46.588580690373,197.639725956218
2,3,6,9,18,49.1295924773374,466.097166226312
1,7,11,16,19,47.2710940918855,203.956261047237
4,8,14,15,20,63.6690904531198,52.9089575636885
4,7,10,14,18,69.8409941720496,79.5817792848006
6,9,12,14,19,50.2080214015681,169.450925772366
13,16,17,18,20,17.9658632604353,82.388953035611
2,7,8,10,19,62.5740043875776,67.5964417209466
5,9,14,15,16,62.1467521004843,42.9913304660148
2,5,8,10,12,68.382982831032,57.9052756869437
4,9,10,19,21,12.7029434007596,99.3501950948319
1,6,13,16,20,2.8444467789731,276.975347257556
1,2,9,13,15,0.823896319719102,110.708584324038
2,3,12,17,18,13.9582635796453,61.78838363614
4,5,15,18,21,61.5493343504827,78.1595480563432
4,7,12,13,20,4.22358420087683,148.11304432168
4,6,13,18,19,0.791966218106155,354.878265680013
3,4,8,16,19,61.8514640115891,30.954088582932
2,6,10,12,16,55.2578608005597,160.947779377281
1,6,8,9,18,45.1702727502826,368.207230134479
12,14,16,17,19,18.898987913242,29.4764286127393
1,5,12,18,20,70.235585045335,55.0143454884616
6,10,14,17,21,0.599188434246836,296.699885518026
6,15,17,18,19,0.8516357406014,631.612260392894
6,7,9,15,20,0.707215771925219,213.405326820617
1,4,11,12,14,49.6613584973581,252.513901579117
9,15,16,19,20,66.1794969568681,55.6376029061538
1,3,10,14,20,59.2575544555923,93.2323196604848
2,5,12,14,18,72.4633128614852,31.0757872367049
1,4,9,15,18,66.8795984741573,55.0479313222317
2,6,11,13,19,11.4906495292195,361.621103330411
11,12,14,15,21,37.1076228630552,275.223467207025
1,2,4,5,14,75.3605836146137,29.2300888681183
2,4,6,10,14,51.0972799417437,208.766414200955
2,5,6,10,12,48.3377880605568,2661.45440200223
6,7,8,11,21,27.1825687125677,323.412914352445
3,10,11,17,19,49.5451496534334,269.381840055516
1,2,3,9,13,0.796076824162452,134.700690366105
12,14,16,19,21,10.3565808660654,92.4874600838607
4,8,12,20,21,66.8074200584658,88.5327247025832
4,6,7,8,12,13.4387876291618,6090.09361206021
1,2,6,13,21,2.64903327013571,493.135953149183
4,7,13,16,21,6.26911459941836,105.481266577341
1,3,7,9,12,0.6782817000833,375.501037469022
6,11,14,18,21,20.0429808436207,350.458345795856
1,2,3,16,17,15.9762225985635,24.5797375704713
2,5,10,12,16,63.9249798092749,67.3243974740071
3,11,13,18,21,45.6551019499487,3486.48129754088
2,3,7,14,17,9.65572271331325,39.413966599981
10,18,19,20,21,51.1744994571675,53.9815363496322
6,7,8,20,21,0.545519352099405,249.324386703176
3,4,13,14,17,9.56713636080234,25.4857661935102
3,4,12,18,19,71.3160664274097,46.3387989239502
3,6,7,14,17,7.78967619966641,301.529444287829
2,5,6,9,15,38.6357233110071,521.087837138456
2,7,13,16,21,8.28120782970853,107.523764707543
2,3,4,12,20,78.8531003467796,54.7158841740895
3,7,10,18,19,60.5380601689863,79.7090633247119
1,2,3,4,18,73.079641683705,47.394093262668
5,7,16,17,18,10.5534181519262,76.4406102353193
2,7,9,20,21,1.05171093742856,100.064307233802
1,5,7,10,21,8.87487572672516,152.320224254061
10,11,12,14,20,45.6904337257256,1233.64983547266
2,3,4,11,13,26.8796962653119,195.659060582705
5,6,9,11,18,9.44516888231817,276.289171933488
3,7,12,18,21,59.7407057186526,92.5957392962218
7,10,17,18,21,12.6257913122433,141.825733220956
1,5,9,19,20,64.589079147591,51.0111638574855
2,3,4,5,15,70.4903459231445,31.8030753229935
4,12,13,14,21,3.37900335116771,508.867921516359
2,8,9,19,20,8.31048878317825,65.9253778784804
1,8,11,18,20,46.8930092327641,210.613478301536
1,10,11,12,17,45.9914452212603,173.397780594947
2,5,13,14,18,76.6323912478446,37.6174288379862
4,7,8,19,20,65.7013908210233,60.993493017503
1,6,10,11,21,17.9499656931126,292.708339806538
1,7,12,13,19,12.8739053238463,138.363972276697
1,4,6,7,10,60.6830779644085,2885.74299960875
1,5,16,17,19,21.6251596702724,33.5905299463542
11,12,18,20,21,39.9081728633305,1433.02788489542
4,6,12,16,21,52.175454153197,216.918468979639
4,8,9,10,20,55.8179840281761,76.7932509822339
7,14,15,20,21,53.9697441263695,110.044088056609
6,9,10,15,21,58.0800968378023,226.502885058492
1,4,6,15,20,44.1445927672004,178.833018625774
4,8,9,12,14,7.12605279208642,85.9372087777062
6,9,12,16,18,56.9772396739798,207.850508647228
6,7,9,10,21,0.533448615844122,218.767788364011
3,7,8,12,21,6.34171290669619,111.938412841145
5,7,14,19,21,9.85403787658814,85.2356490508867
5,6,14,15,18,47.8738816131184,200.871663731858
11,13,14,17,18,53.9168490461172,218.105038342951
1,3,6,7,21,4.41195264882715,312.920000459922
1,7,11,13,14,35.5559074020644,277.187461306527
2,5,6,18,19,2.11239632262744,562.331971350985
2,4,8,9,19,71.7774918224713,41.6708848912409
1,4,11,15,18,49.6441994403216,190.100673888483
6,7,15,16,17,4.12015217956322,308.877282943919
2,4,8,9,11,59.0085805363873,178.250195370405
4,7,11,14,18,48.2130139532667,202.650244271873
8,13,15,18,21,61.6391854281451,74.393598929022
3,4,11,15,16,51.3071507446555,190.864375152899
1,8,10,16,19,7.33399830118596,150.366817421195
1,14,18,20,21,58.2119186311784,84.816647073307
9,10,14,19,20,9.06651498285862,77.497030378792
1,3,10,11,17,11.9300082009695,279.100886011272
7,11,13,15,20,31.5519509946569,236.14473167454
10,14,16,18,21,27.3812958781661,95.0221541545846
1,5,11,12,20,48.9890820578662,263.729701253535
2,7,11,12,20,38.1451406711541,232.652947353797
4,9,11,12,17,51.3893583435502,202.04866444006
2,9,16,18,19,71.245804981939,48.9762819176404
3,4,6,9,12,2.85384771205365,322.410311436
1,2,14,15,21,0.742213540683912,101.669510305755
12,15,16,18,19,10.5642540514598,74.8173317206692
6,8,12,19,20,48.6735594600969,198.902632506828
2,4,12,16,21,2.90603313270297,111.407906824147
4,9,13,14,21,61.569985314176,98.4455274066404
1,6,8,15,21,54.1107548597839,191.869180101575
1,3,13,14,21,6.61212720232331,103.850974966202
3,10,11,20,21,36.0028607860547,257.99693500598
12,13,17,19,20,13.3720811143513,83.054826587977
7,12,15,16,17,17.8922787586881,33.2131099417206
1,3,8,15,19,4.35861198489726,36.3839074377371
5,6,11,15,17,12.0715744211523,543.863640243329
4,10,15,18,19,65.1619198811795,67.8339037299056
5,6,7,14,15,0.723021127677832,291.348208008444
6,7,9,14,19,0.702329681128135,252.909514214677
1,6,9,12,21,59.9635676546168,160.776669358537
1,4,8,15,17,10.1281061055859,34.7077618439438
4,7,10,16,19,63.154816987569,81.5311576801475
1,10,11,15,17,45.1062840999655,202.19987692588
4,7,9,13,19,58.9000969429725,53.8807899330506
7,8,16,20,21,10.6279781605912,120.365579172491
2,6,11,17,18,14.3160043137321,284.034624258199
1,2,5,11,16,56.8581011689572,184.777607948176
4,8,13,16,18,4.45899240127706,1243.14760799317
1,2,8,9,18,78.2172717459651,46.6322857705954
5,8,13,16,20,4.54920608928424,60.9990422538214
2,5,7,11,19,54.6846484790559,167.682774721674
5,12,15,17,19,14.9896760264975,23.5391642255301
4,5,11,18,21,42.873467757388,184.394727074897
4,12,14,15,21,4.93240301357728,211.386805959367
7,11,12,15,19,49.7406892107223,164.485465574879
5,8,11,18,19,53.2889519829462,189.809045363725
3,7,9,11,12,49.4522286393785,199.209204068205
1,3,10,11,15,47.5753582445635,182.880961629403
11,16,18,20,21,40.4027929959655,158.460489377575
6,7,8,13,17,3.73734780762039,325.644074999516
2,9,10,19,21,3.7465676082232,86.6221419086023
3,6,13,14,15,0.777178748631547,1435.50510588723
4,9,10,15,21,56.8589917655922,85.5151481499901
2,12,17,18,20,15.4083904266529,55.721581300085
8,12,17,19,20,18.2140265827509,49.2224305632173
1,7,8,12,14,63.941247783266,22.8452053946514
8,12,14,16,17,15.5506879129642,21.6474418401803
4,5,14,15,16,13.2228503039121,47.9050455089866
3,16,18,19,20,61.6889025492607,62.7459087643702
3,4,5,12,16,22.8169834990329,26.5143220175281
1,3,6,15,19,45.1164655035902,599.243506003513
1,3,10,16,20,56.0519371057887,80.8239046442596
2,8,17,18,21,16.5454202251456,1213.42318728002
1,12,13,16,21,12.7155835147294,111.42831683767
6,12,15,17,21,4.82696610284743,311.81144196246
3,5,6,13,21,0.700605120210079,377.586236155082
3,8,9,14,18,8.61541082076405,97.0964701319235
2,5,9,19,21,1.88669840223724,152.676090146953
6,10,12,14,21,57.1002965342903,643.993566440328
2,5,8,9,11,62.7490416441829,187.494233875659
8,9,10,11,12,47.4378211113447,172.157136542764
1,9,10,13,14,4.55107727484085,132.506024299937
1,3,4,9,17,10.0233112333671,71.6342622745228
3,4,8,19,20,58.9914616131894,55.2380353776359
6,13,19,20,21,56.7647208921514,333.687737750589
1,3,5,12,14,72.4419423655039,21.1820809265981
7,8,12,13,19,10.6042799548218,127.632004613295
4,9,15,16,19,62.2005762399253,52.2592045207622
8,17,18,20,21,16.286609867214,128.185578144373
1,6,10,13,21,0.619281755899156,463.87132718489
2,8,12,19,21,7.02789631261999,222.908982012658
2,5,7,13,16,7.00645481694743,48.3905517571705
7,10,14,18,19,9.21255659755231,116.347865222679
1,2,5,20,21,0.925817120823898,105.88279040929
1,10,11,12,13,47.8286121272239,257.570252962843
2,5,10,16,19,12.3855072083632,135.079728079241
1,2,5,10,16,7.13642205098931,193.970688907965
3,8,12,19,21,11.7105649288135,87.9016808587396
4,6,17,19,20,1.42366917085761,257.018510233214
9,15,17,18,21,26.9862523572764,70.1291226160209
8,9,10,14,19,7.89457326007483,81.3779709170006
2,4,7,14,19,9.24168268272043,38.5916632351348
4,8,9,19,20,58.5948396144437,58.3889762915994
7,8,11,13,15,30.512753319435,226.74375748049
5,6,7,13,19,0.740631743810006,297.150054097261
1,2,5,18,20,5.30026524691647,75.5173767042091
1,5,6,8,18,1.43678816915448,370.564689474856
3,8,10,12,20,57.9099177131676,71.1694069974721
1,4,10,13,20,63.8221967346313,101.874078626684
13,16,18,19,21,6.24329097617587,117.716809194818
5,8,10,12,14,66.1586667149067,59.1318887459775
1,3,6,11,15,11.1873848429587,311.195479405716
1,2,7,9,13,1.43419473465653,143.787930051047
1,7,14,19,21,7.79308840233837,208.159794988074
7,8,14,16,18,6.89233859568233,66.8996177835962
1,2,12,13,20,2.12847466830168,426.23961534708
1,5,7,16,19,12.6679977674542,45.7615877332805
2,7,17,20,21,10.6911601628803,95.1435900802778
6,7,8,9,12,0.681789650981403,379.396685975706
5,8,9,13,20,3.8197584628564,79.3776419063538
3,4,11,15,19,50.2801735829991,186.456959123399
10,12,16,20,21,51.6828644949009,98.9273829650023
1,4,11,17,19,47.9781855589723,201.760941965215
3,4,5,7,12,18.8777603143741,27.5767708473031
4,9,10,18,21,14.7366214357084,131.731420298529
4,10,14,20,21,56.1081627575389,105.476411322009
2,7,13,14,20,0.812677615920326,62.9629992084056
