V1,V2,V3,V4,V5,bestlam,rmse
2,4,5,17,20,10.9752258961179,54.2126607250237
1,5,7,10,20,62.1956931852286,82.5149771400852
10,11,12,13,14,27.0583543438011,159.388957301454
3,5,8,10,17,9.66357518105267,108.791673935319
6,7,11,14,16,7.8752320107054,303.124777334418
2,5,13,15,17,16.3311524775111,33.231975506851
2,8,13,15,18,1.54519133592262,82.156971075735
4,8,12,16,21,61.5081852314897,87.0567391326977
2,6,8,19,20,48.1481262126901,173.365546368387
1,9,10,18,19,6.54422802467548,150.973395182423
1,8,13,18,19,3.8756394593743,87.1381499693408
3,4,6,15,19,47.3074309568899,309.105613730974
4,8,9,15,17,14.0967513731766,126.364082027964
6,7,16,18,19,0.802220100685914,261.301813559915
12,13,14,20,21,7.78696607229212,99.1382002639666
2,9,10,12,18,72.0791105412501,55.6699621493879
1,2,5,12,16,69.2452284598885,30.3333592883196
4,5,7,11,13,58.3417295902229,250.881582329436
4,5,8,15,21,9.92866549109971,110.822577363397
8,9,11,12,19,52.1304246907026,152.656943506862
3,4,10,16,20,56.4308513899823,81.7715473838086
5,16,18,19,21,52.6229122296914,75.7266204902961
6,14,18,20,21,0.743519969849138,275.464092254835
2,9,11,14,15,49.2070640632962,153.358327905919
1,3,11,18,20,47.323082619486,189.191392918571
2,6,15,16,17,20.1316605018912,478.11394051429
3,8,9,12,13,62.0445332062104,42.3836808217503
1,8,9,10,14,58.1587913043469,67.4739270985115
1,4,11,12,20,57.0620408384199,205.211764083243
1,9,13,15,17,12.1965114984584,88.2881193332275
7,8,12,17,19,13.4319759324979,33.8277040510995
5,7,12,14,18,65.5429104365945,45.3380529756081
4,5,8,11,21,44.1413364171504,198.336176714619
7,10,11,14,20,30.0650904250282,221.672152512893
13,16,17,18,21,17.7559080404514,97.7160910795806
3,10,12,16,18,57.4206928702266,74.3361183938271
3,7,11,17,21,5.89425309532429,277.263407476015
3,8,9,15,17,13.3427955249482,48.6864626486744
2,5,10,14,15,71.1544037263495,52.228058322998
3,7,12,16,18,59.9703906217006,50.2789326325318
2,11,15,19,20,40.9587025335378,138.121797502537
3,9,12,13,19,66.3276085198606,44.2763400216672
10,12,15,16,17,17.4488233167148,132.623565576908
7,14,16,17,21,14.5843340983701,120.300366762273
10,14,15,17,18,13.480931145897,902.064468628372
2,4,7,11,16,50.0752783600469,192.502239032788
7,8,17,19,21,14.3248343729125,105.4301851808
1,2,11,16,19,39.6021699954017,223.028449435352
9,13,16,19,20,62.6019999442539,64.0712343151485
1,6,12,13,15,36.1191404277948,235.669515626378
3,6,13,15,17,3.78550870869907,815.749343418694
7,8,10,16,21,10.4138155670603,147.75733130352
8,11,12,17,19,51.6595742697856,175.750027215055
12,14,15,17,19,14.7009183065889,23.6382719276966
3,4,10,19,21,56.1250795202922,90.0362497015761
2,3,8,16,21,63.3548683619409,81.0692658666842
2,4,6,12,19,51.3007981243582,193.521960944598
2,4,13,14,18,34.0071418954522,44.9061564079419
13,14,16,17,21,15.1998013465956,94.4633872098351
5,13,15,18,20,69.9517707460309,50.0920465124906
1,7,11,13,20,47.142982345864,227.336100393749
5,6,9,15,20,55.4724618293642,375.403606523293
2,3,4,8,18,67.0396608842999,44.6523129033542
1,9,12,14,19,7.40598120005417,98.6038633001204
2,8,9,15,16,69.7412950621163,43.5096541011302
4,6,9,10,15,45.9301394334902,186.3429649795
1,5,11,15,21,44.0996219313959,191.327376831712
2,6,12,14,18,50.8743527193308,6195.88978131493
3,6,7,15,18,1.17224681647348,362.472748568265
3,5,7,10,16,63.4009611207563,84.9343662227332
1,8,11,19,21,43.2069235399913,172.943026355118
2,9,16,19,21,2.77575163098909,100.262882522997
2,3,5,7,12,67.0749508570874,32.0396492460439
1,6,7,8,15,0.71068678507049,385.011694314551
9,11,12,14,16,40.7431608898409,200.742430973985
1,3,7,15,17,8.03945679638881,39.3023661411759
4,10,13,15,17,11.0444190748437,138.259877959842
12,13,15,17,19,16.3800405956781,28.7929849927673
7,9,13,15,18,7.36706011878093,131.49574247354
2,8,11,17,18,45.6391126395819,263.86038566839
2,7,9,13,21,0.722596363164714,155.067234326422
3,4,10,12,16,62.7140002256682,75.0998796524304
4,5,6,16,17,14.8326016798433,343.297397128498
1,3,5,14,16,8.43263790513844,33.2406880595465
5,9,14,17,19,13.2546806126985,84.8528581140891
2,4,5,8,11,55.9809837074335,247.351457950332
4,7,11,16,20,43.4688679443572,221.264750571137
2,5,9,16,21,0.738841695583892,119.984163188588
5,7,8,9,19,63.9912098744043,45.2347967619535
8,10,13,15,20,12.2858587565017,98.7469743727213
5,9,13,17,21,10.2091018604161,99.0391359425538
3,5,8,14,20,61.9839015753816,47.818203547145
3,9,14,20,21,52.4115348193255,79.2192509540846
8,10,15,19,20,7.78029952950494,76.9237914783298
1,4,5,9,11,48.7045278357979,183.773252938489
7,13,15,16,19,67.0791446078591,40.408397288541
1,3,5,12,21,67.9150367268446,80.4768313445781
4,7,11,12,17,46.8096777386482,203.541397349269
3,8,11,12,14,42.0872062421723,190.73822832198
3,5,10,16,21,6.33128834284249,235.399117408935
1,7,10,20,21,6.22244937269407,140.005515695853
2,6,9,11,19,18.7731969670132,312.876154885994
3,4,9,14,18,62.0365072861514,54.5696278685707
2,3,11,15,18,46.9994596312582,169.353718312277
8,12,16,17,19,18.9291265166201,28.3806611076618
1,6,7,8,9,0.884439853555416,403.763261472247
3,5,7,12,17,8.75341213485369,39.9842870313649
2,6,9,12,18,50.8995970488397,141.89627270447
1,11,16,17,19,48.5196863232892,162.619655368723
4,8,19,20,21,56.4991133384406,84.8848056486079
4,8,15,17,18,12.2753696255009,48.7606465315348
4,5,7,13,20,78.8983284222945,62.4028289957007
4,7,12,16,19,9.77212595805234,37.0399669783672
3,11,15,16,18,44.5205029744771,1387.68311993543
4,6,7,12,21,0.590826746331003,303.535445966294
2,4,11,14,20,50.1228774723739,206.503901135829
10,12,15,17,20,12.025626124827,287.839313652153
1,3,7,13,19,10.7427934232247,32.0114641323073
2,3,5,6,13,23.6511786066281,621.412222676792
2,4,6,17,19,2.75701833534701,289.605322695344
7,8,9,15,20,7.36033051405003,73.2370935688169
7,8,9,19,21,7.29124184432349,137.044590684228
4,17,18,20,21,80.3393146943787,89.360757122465
1,2,3,5,16,70.5033015674167,31.1865786150755
2,3,4,8,12,70.8574081108881,25.0866308542827
1,6,7,16,17,4.93754224293875,283.055228570436
4,12,13,19,21,3.29268972973286,291.191408699379
6,9,12,17,20,39.0170179230764,246.632363226665
5,6,10,14,18,48.4164548782156,220.272868641415
2,8,14,17,20,9.92618067997578,49.5566009673296
6,7,16,17,18,2.68267913202607,314.084843597681
4,5,6,20,21,55.0057226669554,170.861259436887
6,7,12,19,21,58.8906094324232,247.907954349492
1,3,7,9,21,3.63937840404798,108.652719944057
6,7,11,13,20,12.657724933015,281.005184990469
5,7,9,13,18,5.08245771281544,135.97235498091
2,3,8,16,17,19.8553769658652,27.8524232190332
7,11,19,20,21,39.787244362892,191.570801282681
8,11,13,18,19,17.6452790394587,125.516851963723
3,4,11,16,19,50.4899325031643,208.405199605136
8,11,14,16,20,46.0303712743195,153.032673012477
2,10,13,15,21,0.885022355202031,860.024590365505
5,14,18,19,21,56.1518117120311,64.4688714699219
4,5,9,14,21,61.600311045782,81.7542448270339
8,14,16,17,18,17.4494566098554,54.9896802926134
4,5,12,17,18,12.8650911952203,59.5841704569078
4,14,17,18,20,65.5210287130037,62.8003942966087
1,7,8,12,16,4.60848547938346,29.2053944973292
12,13,16,20,21,7.73834291077721,856.746939592264
9,14,16,20,21,52.2799856013882,81.9784733758842
3,8,15,16,17,21.7834408142628,28.1612194320358
2,13,15,16,21,0.892663491761303,106.601731335271
5,8,9,18,21,9.93838009639554,74.586523538597
5,8,16,18,21,10.8479774359488,218.566833514886
2,3,9,10,16,67.446801900678,73.348694278637
7,10,11,17,18,42.8085259317694,219.733242452948
4,6,8,17,19,2.39702125981486,313.384799825799
5,6,9,12,17,3.38745180976162,299.113657404811
6,7,13,15,18,0.747327220152151,332.329312978987
1,4,7,16,21,7.91166536424124,134.030928383987
1,8,12,15,21,6.79737894475311,112.531012958911
5,7,15,16,17,16.616772970835,38.9703029144271
1,5,7,12,20,65.8287334177399,57.9425304771481
3,6,10,17,20,1.69048334940148,490.740949813141
3,4,6,14,21,0.967265090040659,2062.07324569796
8,9,16,17,18,19.5686724083929,80.1427731056224
4,10,14,17,21,15.7007352095906,209.90395600003
1,2,10,16,18,7.95758333307306,206.514167359285
3,9,10,12,17,10.6819870655148,118.754188705918
3,4,10,15,19,66.1080451230959,69.3980871151222
2,7,11,14,19,45.6177257529516,184.643708219345
4,7,8,12,21,71.3010755707821,90.3480645930076
5,6,10,11,20,8.46960523115429,602.019044099808
1,5,8,10,14,8.93991692412118,129.344050722268
5,10,11,17,19,48.8444923802026,248.819658478501
2,12,13,17,20,12.4285528633209,55.6284779811671
6,7,10,12,14,0.660698121186854,310.325602247223
2,6,10,14,20,54.341367472299,165.001938098282
2,4,6,8,10,50.8593443297033,3839.94356175885
1,10,11,15,20,42.7190724546454,189.669325932824
2,4,10,11,19,52.3738959462898,166.750159568474
2,7,11,16,21,43.9197279573473,178.515584452486
3,14,16,19,20,61.7271761388572,56.352004062897
2,4,13,19,20,6.02941821851037,70.5049455068165
1,7,9,12,20,65.2538534116386,65.7777975278821
3,5,12,17,20,64.1632640465079,52.4100610115853
3,5,11,18,20,50.4309047243286,168.512109013846
1,12,14,17,18,2.99128013275724,57.5234610571329
1,2,3,11,18,45.0641674741417,180.90085014383
1,4,8,12,13,7.20505517995729,18.0147441374
5,8,15,17,19,11.9829142043062,24.7742366046918
10,11,17,19,20,45.3515414286235,168.516362341587
2,4,17,18,20,10.6185600727818,67.5714041351642
1,2,10,12,18,71.5276009692209,67.4754552905474
1,8,17,19,20,10.6804626299687,71.5865924300477
4,7,12,17,19,11.5457260926848,72.3857522839351
2,10,16,17,19,17.3000436106912,140.509769132463
3,5,13,14,18,66.4716013194876,42.7963774612937
3,4,7,8,13,67.6642790142007,18.8761053287206
2,4,17,19,21,11.5176273026566,116.095170082205
8,10,11,15,20,46.7381275947389,165.231100586977
3,4,15,18,19,68.6666672270159,46.6297301443332
3,6,8,10,15,43.7631264111812,197.703773888053
2,10,14,16,17,20.5247780436513,212.59107185523
1,12,16,17,19,8.36003310285496,32.3384681186991
5,6,9,17,18,6.04792850070963,602.199303478789
4,9,14,17,19,9.77188344919199,124.69076240324
2,8,12,13,14,68.700120476487,20.6215070346702
5,8,13,16,19,4.67211088310017,47.2182912324435
2,10,12,14,21,4.31323721474831,127.179567438172
1,3,9,11,15,51.3162972445445,190.64328237274
2,5,10,13,19,0.738428048012568,159.440594430283
1,2,4,8,19,70.8016368548661,30.6148078083606
2,5,9,17,21,6.19787651421746,127.752155253279
2,3,5,10,14,70.7084351155808,60.2668922772853
2,5,9,17,18,16.5730080278786,48.0696812167903
4,5,9,16,18,58.046008014497,60.0363586662679
4,6,15,16,18,57.413611617707,165.660410130552
1,4,11,14,16,46.209553710799,217.437972865072
1,3,8,13,17,8.97668686957177,14.5544551544048
2,3,12,17,21,10.1484454847924,131.478876711861
1,2,13,14,17,13.430743139044,30.7799779071421
1,2,3,12,18,50.4459718817633,42.697902479987
2,8,10,18,21,7.58544442502076,1131.94281210663
2,6,16,17,20,5.4835416095294,460.148124227275
4,7,11,12,14,52.5569460724132,255.641980770442
1,5,7,15,18,7.96187620791136,70.9501406266458
6,7,11,18,19,7.65569443957682,258.537005403542
7,15,18,20,21,4.40819362902389,122.965573658831
1,7,11,18,20,43.6627501202909,199.298558150172
8,9,10,12,19,12.3502142473177,83.7131533879818
4,5,11,15,16,49.1911371305938,183.506746678881
2,7,8,12,16,58.9709581891425,32.398690155769
5,7,18,19,20,67.9799026506892,56.906021105813
1,4,15,19,21,65.0421911088606,89.3208171337777
1,4,12,16,20,71.8419966215273,59.3402343231286
1,5,10,15,18,9.39184852098597,113.474967047598
9,11,16,18,20,49.5271378064194,158.141743827688
9,13,17,18,20,18.4229404146211,76.1264892867989
3,4,7,11,20,49.2225566821943,252.544539207447
4,5,13,14,19,66.7853633681553,32.6229136534138
2,11,13,15,18,3.4261911383429,1259.45925814847
7,9,11,15,21,43.1314192962919,228.052198734411
2,6,8,10,15,0.744893471901446,369.081805649901
4,10,11,15,19,46.0222057474838,213.663335440956
1,6,8,15,16,56.0406195362858,162.077589564899
3,5,8,15,17,7.95290730008101,30.2486893492213
2,4,8,13,21,10.2891635523757,231.635293165938
4,8,9,16,21,53.6364122258877,92.4680812281384
5,10,11,12,13,47.2377426000159,229.751129715763
1,5,11,16,17,47.4241909080581,236.4010576325
13,16,18,20,21,4.63528443647098,1419.49134896867
3,5,7,16,21,8.32908651221556,193.529799933002
6,14,16,18,19,42.2295430869772,308.595101526827
4,9,11,12,18,52.7025727470428,171.897766557229
2,7,9,10,14,64.8821460037507,70.093855447026
5,10,18,19,21,53.3688514205453,65.0811651463541
1,3,5,7,12,67.240372877196,26.7353106975632
7,9,10,16,20,8.40207528296506,125.78656140865
1,17,18,20,21,78.9252715276951,85.2352710262519
2,5,11,20,21,40.3987135533064,206.197631595368
4,13,14,16,20,2.99145842886853,67.8406291954384
10,11,13,16,17,48.053422826206,215.268126586439
10,12,16,19,21,53.0912964590222,93.0109907784026
3,7,12,13,20,74.4223519074723,58.7449369652196
2,4,5,12,13,10.8867855190989,29.8984795152383
9,13,16,17,21,19.5013615039815,99.1072236632978
3,15,19,20,21,64.4460348432272,73.1131711163484
1,7,9,15,16,5.62898127284401,91.9985476476604
2,8,10,17,18,13.2321204936968,487.770142928355
6,7,16,18,20,0.696196772778075,301.284620198016
5,9,10,13,21,8.13035285596761,160.640486929104
1,11,12,16,17,45.0900987909008,201.741990276689
7,11,13,14,21,27.5456765523167,174.267270405885
8,13,16,17,21,23.7437660471957,85.29320087742
3,11,12,14,20,52.289372515262,196.083210797351
8,14,15,17,21,13.9292374681389,832.199266750235
6,10,12,16,20,63.1282748259251,170.138614757609
6,8,9,15,19,48.5473087201596,177.016704627327
2,9,10,18,20,7.75398976783779,53.7544278862169
4,11,14,19,20,47.8655013876209,186.129474696929
1,3,9,10,13,4.72317838176149,181.411832396072
1,4,13,14,16,1.72458481268979,28.1972482473034
1,11,14,18,21,42.3397702421873,151.561996300953
2,4,9,15,19,73.2900211848585,40.6078538028814
12,14,15,18,21,7.86414618034078,116.974251636161
1,7,9,13,15,65.9745384807701,51.2320957808212
11,15,16,18,20,51.5698365140622,174.357465181365
8,15,16,17,18,25.6098237182143,49.0195649285496
3,5,13,17,20,16.1734200834108,72.7640839580352
5,9,10,14,17,9.76315635271023,111.668145726645
8,10,14,19,20,11.1813330503627,83.4462954195068
5,11,13,14,15,21.2921358428503,168.439934919032
5,9,10,12,19,61.8135682696336,56.0206424539418
7,16,17,20,21,12.7863572888895,135.559778949931
7,8,15,16,21,10.2852688749832,150.857790271777
4,6,12,18,19,0.733924094841233,283.569950384538
1,2,11,12,16,52.8562290938813,245.672249396957
2,4,10,13,14,68.7451334598736,69.7873833596767
11,12,13,16,21,45.1389189206766,181.883928009509
5,7,11,15,21,43.8001483662304,181.602858510799
1,4,7,10,20,63.3242908648534,126.776127957397
3,12,13,15,19,33.1618020115984,28.9779870476424
3,5,7,14,19,68.0082383529057,33.6863357913505
3,9,13,15,19,75.9400177814968,44.2221407592773
4,8,10,11,14,46.949457097804,198.805393254734
2,4,5,6,18,51.1790997768658,4100.3329595488
1,3,14,18,20,61.7937923729639,58.6851500645201
1,4,10,13,15,11.511674421533,103.765708241475
3,6,9,11,13,2.57750688084246,659.147035516028
1,8,11,12,16,48.497710729486,237.263618485994
8,9,11,15,18,48.6095704613056,178.95718271867
4,7,8,11,17,45.2212532338355,215.475155351302
1,8,14,16,17,15.1976851422161,21.810970248149
2,5,8,12,13,71.9870303316525,23.1355574613541
2,7,8,17,21,10.9581529855881,106.337168941167
2,7,16,18,20,6.24609201608805,80.4775332569715
9,12,14,17,19,12.7819688883409,144.223642969274
6,8,9,14,21,0.668466238324904,259.809545849576
10,13,14,15,17,15.9876623783323,105.705215588463
2,8,12,14,20,10.8515137308223,2061.20322006921
10,16,19,20,21,46.8203606575342,82.2451765315524
1,2,4,11,14,58.4486200585787,237.632063195753
4,7,10,14,20,67.2869224525311,104.457113108273
3,5,9,12,15,68.4524726662462,39.2089882795356
2,3,13,17,19,9.50893887593203,59.0784853871019
3,5,6,7,17,6.48912532468122,238.454112465779
1,6,9,11,14,7.8020076185106,286.693972160335
7,11,12,13,19,34.5580519106552,156.037680729766
4,12,15,17,19,14.460849999257,38.1903284523689
5,6,11,20,21,14.388723810392,884.50935870844
2,3,9,16,17,14.7079520622792,63.6466674899203
1,4,7,9,20,61.2611135829,72.1916325213434
1,3,8,12,20,65.8688828580206,52.3552014971724
6,14,15,17,18,32.5350828092729,523.143974734894
4,5,16,17,18,15.5174014458898,61.6639520652594
11,13,15,16,20,53.2988810933854,175.691484792486
4,7,11,15,16,46.6332095668308,214.035711340846
6,10,11,18,19,10.2819344269473,296.492265131725
2,3,4,16,21,62.0341086219249,83.8786384130723
2,9,14,15,17,13.2819757257268,52.7650199545849
6,7,9,11,20,7.68150020606867,301.17864005027
4,10,11,17,20,39.1132445060306,189.011451665799
3,7,11,13,15,25.5793606020266,210.60923469886
3,6,7,10,18,0.734948021809485,302.186137406345
2,7,10,13,16,0.813966282176736,150.711197562691
5,6,7,9,10,0.660593439335266,256.552430943507
3,4,5,6,21,53.0538223762803,371.485672050675
5,10,13,16,18,2.92864449068214,173.827043516046
4,5,8,12,16,10.7455279412402,35.1820628966456
12,16,19,20,21,9.27844816632605,117.7674358864
1,2,6,12,15,38.2986464174608,204.347320253457
2,6,11,19,21,18.3509285622914,307.662927133106
8,11,17,18,19,48.2752855060718,156.363498465505
3,5,9,11,20,50.7526692573952,180.900720867776
2,12,14,15,18,70.5538289192482,31.1355255677651
2,6,9,12,19,51.4853047358718,200.89535252634
1,3,7,10,20,62.4546127999676,120.191110071589
1,2,15,17,19,17.3880692057162,32.7259508478121
4,5,7,15,16,61.0254825434556,39.0978165265384
11,12,17,19,20,48.9265349742693,179.23622925842
4,8,11,13,20,46.5656160670201,221.932101488706
6,7,10,15,16,0.687963748542921,291.421705266832
11,16,18,19,20,50.6778830993465,168.716054777245
5,12,16,18,19,59.5646373056646,44.5766731651902
7,9,13,16,18,5.63158340543913,102.403628829336
3,4,6,7,15,54.1056786695635,239.561024241665
2,6,14,16,17,16.1890023788769,502.523164800518
2,4,8,13,16,0.914655173271154,45.6353584796978
1,2,3,6,19,45.7121834881442,554.3628495459
7,11,15,17,19,50.0610369725744,228.093601605222
1,2,4,16,21,66.5419023117578,88.1885662233212
4,9,18,20,21,57.9826615596839,84.0377375458937
1,3,9,18,20,63.3703084501867,61.6542741730817
10,14,15,16,20,59.1464693884338,76.6673111015742
2,3,4,5,7,71.5938603358703,35.5654259613114
1,4,5,11,18,49.8677257661745,213.653325623479
5,6,7,9,18,0.730155984383798,295.664417144207
1,3,4,15,17,10.6113644210832,34.3641056640369
2,6,11,15,20,11.2834648128787,205.86779158096
1,7,10,14,20,6.46881484281637,253.917571899353
1,7,12,14,17,7.55680523404574,23.0812310720148
3,5,6,7,16,0.655686338811089,633.322657621918
1,6,8,12,19,1.43398552865411,210.99581130901
2,14,15,18,21,0.71177688192833,276.675664481251
1,9,14,17,21,8.26282497988967,92.2736629691992
9,11,14,15,21,32.1648673048887,142.017249513248
7,8,14,17,19,12.2305926992684,36.7788374557422
1,8,9,16,21,10.0076374636427,113.58445288111
4,9,11,16,21,40.9377197122867,205.260843915061
7,10,14,16,19,62.5475421306126,75.1780578927812
4,9,17,19,21,12.44927175467,106.552898276151
4,5,9,15,16,60.3118239472266,51.5826565537571
2,15,17,19,21,0.75203283971139,141.971130171084
9,13,15,16,19,9.44598438900457,86.7672652970768
1,3,15,18,19,63.8713588837706,43.2564789531993
3,14,17,20,21,76.9340254487179,85.8087398225355
2,3,8,10,15,68.8763519707455,60.8809648881675
4,8,11,13,19,50.2870459417375,182.697557928113
3,6,7,8,19,1.00399526643467,251.566547138186
2,3,7,17,18,10.6834131942676,58.9646099727154
6,9,12,13,14,0.909419178342657,230.777572623962
2,4,12,13,15,0.784031669043777,216.932810773849
11,14,18,19,20,51.6009829476115,138.426232087564
2,4,8,10,15,65.4625009070169,64.8076180119355
1,3,8,18,19,11.0874675076409,68.0732939027001
3,5,11,12,16,52.6355890193651,301.311843487322
2,6,9,13,18,0.756308035588558,577.390608955335
2,3,7,18,20,14.9315402321761,74.9304341981308
3,9,11,12,19,52.2799026665915,168.711779175553
2,9,13,14,17,0.748226783748184,123.64724918532
1,4,9,15,16,58.6782258533163,51.6893055163436
5,7,9,11,15,51.2050463407859,185.188797335009
1,9,12,13,17,14.3748101952573,76.4671123187942
1,2,7,14,21,6.14538447563908,112.194006020453
2,3,4,11,14,56.1255134478673,181.657425769565
3,5,6,13,16,0.759831431716798,466.512566150972
2,6,11,14,15,5.10382135611199,221.27470794393
2,6,11,13,17,1.30844996632734,350.971784657575
7,8,10,12,21,10.235861872638,129.848200953212
7,8,11,15,20,50.4831300013832,186.140469579201
7,8,13,18,19,7.45777286752589,82.4728190095622
1,2,3,8,20,0.882548565730167,79.249793121731
3,5,11,13,18,24.4606307207601,200.937873515308
3,4,8,14,19,61.0762698930057,27.3645930424874
5,9,12,13,17,14.7158555837502,57.9801519522686
1,6,7,8,10,0.742104286447376,3807.75339177853
2,6,12,14,19,51.3849845426976,171.083379903172
1,8,13,15,21,10.0826634660111,105.653239525282
2,3,12,18,19,69.5185361236583,37.885873985155
4,5,19,20,21,58.9010111778325,87.7592739802606
11,13,17,18,21,42.294497407735,210.73176246426
4,13,14,15,20,67.3799042005013,56.8184047981772
1,7,14,15,16,9.77878140783251,40.5833640752832
1,7,13,14,15,10.0502012483376,34.1018353293467
5,8,17,19,21,15.5058037362207,81.1121529053918
3,4,9,11,12,55.4361733226868,193.532162129488
1,4,9,11,17,47.1957922815696,233.764991784951
2,4,6,9,19,52.1048146665361,217.934199257465
4,5,8,17,21,14.3636930729045,92.7249203013225
11,12,16,18,20,48.6603470560722,184.910515628356
3,7,14,16,18,64.6358439446763,50.9390390097624
7,11,13,15,16,31.9305045650644,180.830494281968
2,6,11,12,19,11.6928775689404,533.385265276536
4,5,7,11,16,45.020765928219,246.27041127289
9,12,13,15,17,17.0070695819198,68.5875007626721
1,5,8,15,17,9.85764247662492,92.6072280452407
5,7,8,11,16,45.6135927648313,237.294685161745
3,9,15,16,20,64.0426819600224,62.7150994198215
3,4,5,10,20,61.8156389578165,76.0572091312683
8,9,17,19,20,17.9595771935421,69.033054303317
1,8,14,19,21,7.78684692568979,173.123286006731
3,16,17,19,20,21.8535812519198,65.1917237335766
2,4,8,15,19,68.8857083393692,29.4946648928727
7,13,14,17,21,21.1754546641189,101.992302247203
2,11,13,16,21,48.4050559058912,257.910191935829
6,7,13,14,21,0.707577342797603,291.518592854859
1,7,9,12,15,3.0985150413408,123.473885201546
1,5,6,16,20,62.7663153365504,207.532478933014
10,12,14,16,18,6.89899784823706,103.397334852437
4,6,8,9,17,11.3767998889055,392.261227985477
6,7,9,16,21,1.11212604934096,274.973262289307
1,7,8,13,14,11.2535243070089,23.1070142185447
7,8,10,13,21,8.98642432885882,157.986690297108
2,12,15,18,19,73.4260068441896,29.4924768453955
2,3,4,6,10,49.156038724169,211.357837244836
1,7,11,12,17,41.5851655223011,211.234619925621
1,5,8,9,17,7.50425490442783,212.479715055189
11,13,19,20,21,42.0798300201903,427.636285303633
2,5,11,16,19,41.8634313000014,217.944365406844
4,6,7,14,15,0.715270456575032,367.450730229066
2,6,14,18,21,0.840136342989306,234.628298270644
2,4,6,16,18,61.0516828826397,167.298551046766
1,5,8,10,17,7.83395898446238,214.584171227849
3,5,8,15,18,13.3075205100321,38.7334345046998
3,5,10,15,17,10.0319721019117,97.7933925485647
4,7,11,15,18,48.235886549786,198.47428899698
6,9,15,16,19,56.1569230917688,530.748800599373
4,13,19,20,21,58.9148543432001,91.2710800312247
3,8,10,12,15,64.1025927482636,64.8285887846521
7,8,13,20,21,7.68661615952768,110.908101745465
4,7,9,10,11,46.295353716888,164.288694240326
12,15,16,17,20,21.7171755048949,57.1588746106202
4,8,12,14,19,9.25965997082156,36.0475487564147
5,6,8,14,19,52.5296484169647,265.633022065487
2,10,15,16,18,65.2399767197298,66.9135449310384
5,10,12,15,18,12.7599758505603,80.8781518364604
4,9,11,15,17,47.4035389922574,242.859096065331
2,4,5,14,18,72.3043588108176,40.7448273082725
1,4,8,14,18,66.2088463575721,44.5198476872421
4,8,10,12,16,6.49041416105598,138.506343444568
5,6,16,17,20,14.7544024700671,422.444943411624
1,4,5,9,18,10.0822805180908,69.5594452287062
2,9,11,19,20,21.2130489166453,198.421665035605
4,8,9,15,18,62.7700508505992,51.7362588151721
6,8,9,12,16,0.668308015637214,353.426882918784
6,7,9,10,13,0.734883869446977,246.088914231638
3,8,11,15,20,53.9691350090299,163.920584172853
7,14,16,18,20,66.5215888605625,69.6966609844471
3,4,5,12,20,73.4509716156875,55.2461601337488
9,10,12,18,21,7.96446917432486,107.083739377908
5,9,17,19,20,67.9584217394691,48.1942436791939
5,6,9,10,16,59.9857582593068,182.038159688683
8,9,13,17,20,13.0320197094242,94.2252146679766
2,6,10,13,19,0.743142666687615,383.395951977688
5,16,18,20,21,49.0341863753446,81.403397629559
3,5,6,9,11,9.69083050496014,1004.50185330989
2,8,9,14,15,74.1237537839385,29.0365037905901
8,15,17,19,21,28.4229016144382,85.7347197622399
2,6,9,11,20,13.2104810477191,230.283814051326
5,6,11,19,21,14.4458475329878,274.07400267698
6,7,9,10,17,0.679036319857476,348.134717246075
4,6,9,13,16,6.0954306403968,207.007249234299
5,6,10,12,14,47.4373193916215,168.321513822102
2,6,7,11,16,17.6162235392907,250.401789277688
1,16,17,18,21,11.4939244865041,92.777361539525
3,7,9,14,19,5.24765395209039,85.2299403712904
1,3,10,16,21,6.4644919675247,257.256779765216
11,13,14,19,20,53.3520020060013,160.155813113311
1,7,10,12,14,10.4895415236555,252.313087511412
4,5,15,18,20,63.2099282748016,56.4856237925908
4,5,8,15,16,13.8966867844265,45.935752594658
2,6,9,16,18,58.8465655334083,159.677791736398
5,9,10,12,14,64.6364697389219,58.9218408854758
10,13,18,19,21,57.4888548121234,77.3323006139718
1,2,11,14,20,37.0786795097598,212.505168636911
1,5,9,10,14,7.35723772231355,135.617854510546
10,12,15,19,21,57.0135021511221,72.5479991619176
2,6,8,13,19,43.8926053605874,276.29915730749
1,6,10,11,18,3.68980113656066,244.991199074973
4,10,15,17,21,10.4443142639232,161.79735483493
1,5,11,14,18,50.9612927091032,173.739175064203
1,7,14,15,21,8.32855733174368,122.391841832529
1,5,8,11,13,50.2182650852055,229.35807957532
4,10,14,18,21,11.0120345984297,161.907181604365
4,6,14,15,18,50.3225869510199,165.095707152599
4,12,13,16,21,9.10724678408207,96.3114546986935
2,9,11,12,15,61.1335293733295,189.970951589428
5,7,8,14,21,10.2034535226933,92.9758894746977
2,5,12,17,21,11.4336193342901,115.065256573045
2,6,9,16,21,59.2458408650069,199.705596794568
4,7,13,17,18,13.1574971539222,77.8188677181248
2,6,7,16,19,0.675370087380586,266.48449603119
2,11,13,15,21,46.2620410949114,158.089699318875
2,5,10,16,17,18.0860625644724,100.774410768652
2,7,10,16,18,8.84288551187165,141.469341723215
2,6,12,19,20,47.9477216490157,163.903773095602
4,6,7,8,20,0.619166861683554,4928.026468776
1,4,14,18,21,4.94069818194816,111.921911781634
3,8,12,13,21,59.9020368289706,80.8066218195447
2,9,10,20,21,1.45867245885884,735.861344324178
