"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","pred1","pred2","pred3","pred4","pred5"
"4910",6,8,9,10,12,16,17,18,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4911",1,3,4,5,8,11,14,16,17,18,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4912",1,5,8,10,12,13,14,17,18,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4913",2,4,6,7,8,12,14,16,18,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4914",2,4,6,7,9,10,12,14,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4915",1,2,4,7,10,13,14,15,17,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4916",5,7,8,9,11,14,15,16,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4917",2,4,10,11,12,13,14,15,16,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4918",2,3,4,6,11,12,13,16,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4919",1,2,4,6,7,10,17,18,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4920",1,2,5,6,7,8,10,16,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4921",4,6,7,9,12,13,14,15,16,18,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4922",1,5,6,11,12,13,14,16,17,18,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4923",1,3,4,6,10,12,13,14,15,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4924",2,3,4,8,9,12,14,16,17,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4925",2,4,5,6,8,11,14,15,16,17,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4926",1,2,3,9,12,15,16,17,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4927",3,4,5,9,10,11,12,14,16,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4928",3,4,5,6,8,10,12,16,18,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4929",1,2,3,4,9,10,13,15,16,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4930",7,9,10,13,14,15,17,18,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4931",1,5,7,8,10,11,17,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4932",5,6,7,8,9,10,15,16,17,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4933",1,2,3,4,8,10,14,15,16,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4934",2,4,5,8,9,10,11,14,15,18,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4935",1,4,6,7,8,9,13,16,18,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4936",1,8,11,12,13,16,17,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4937",1,2,3,4,8,11,12,13,15,17,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4938",2,3,4,6,9,10,11,15,16,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4939",1,3,4,5,7,11,14,18,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4940",2,6,7,9,10,12,14,15,16,17,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4941",1,3,6,9,11,13,15,16,17,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4942",2,8,9,11,12,13,15,16,18,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4943",1,3,4,5,8,16,17,18,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4944",1,2,3,9,10,11,14,16,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4945",1,4,5,10,11,13,15,16,17,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4946",3,4,8,9,12,13,16,18,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4947",1,5,6,7,9,15,16,17,18,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4948",2,4,7,10,11,14,18,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4949",3,4,7,10,11,12,13,17,18,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4950",1,3,4,5,6,7,12,14,18,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4951",2,3,5,7,8,9,10,14,16,18,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4952",4,5,12,14,16,17,18,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4953",2,4,5,6,9,11,13,18,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4954",2,3,9,10,11,12,14,17,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4955",4,5,6,10,12,13,14,16,17,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4956",5,9,11,12,15,16,17,18,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4957",1,2,6,8,10,11,12,18,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4958",1,2,3,6,10,12,13,16,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4959",2,4,8,9,10,14,15,17,18,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4960",1,4,5,8,10,12,16,17,18,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4961",1,2,3,5,8,10,11,14,16,18,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4962",1,3,4,6,9,11,12,13,17,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4963",2,3,4,6,8,9,11,13,14,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4964",3,10,12,13,14,15,17,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4965",1,2,3,10,15,16,17,18,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4966",1,3,4,11,12,13,14,15,16,18,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4967",1,4,6,9,11,12,15,16,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4968",1,2,4,9,10,11,12,15,16,18,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4969",2,5,6,9,12,13,16,17,18,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4970",1,6,8,9,11,14,15,16,18,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4971",4,5,6,8,11,12,14,17,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4972",1,3,4,7,8,9,10,17,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4973",1,3,4,5,6,14,15,17,18,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4974",2,7,11,13,14,15,17,18,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4975",1,2,3,5,11,12,16,17,18,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4976",1,2,7,8,12,13,14,17,18,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4977",1,3,4,8,9,11,12,16,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4978",3,7,8,9,11,13,14,17,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4979",1,2,3,4,5,6,7,11,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4980",1,2,4,5,6,8,9,12,13,15,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4981",1,2,4,6,10,11,15,18,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4982",1,3,4,6,7,9,14,18,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4983",1,2,3,6,10,11,12,16,17,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4984",7,9,10,13,15,17,18,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4985",2,3,4,7,8,10,13,15,17,18,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4986",2,3,6,7,9,11,15,18,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4987",1,3,5,7,8,9,11,15,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4988",1,3,6,7,8,10,11,13,18,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4989",4,7,9,10,13,14,16,18,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4990",4,6,7,9,10,11,14,16,17,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4991",4,7,8,11,12,14,16,17,18,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4992",3,5,6,7,12,14,15,16,17,18,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4993",3,4,7,10,13,14,15,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4994",1,2,4,5,6,11,13,14,15,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4995",5,11,12,13,14,16,18,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4996",2,4,5,6,7,9,18,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4997",1,4,6,10,11,12,15,16,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4998",5,7,8,9,11,15,16,17,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"4999",2,3,5,8,12,14,16,17,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5000",4,8,11,12,13,15,16,18,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5001",2,6,7,9,10,12,15,18,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5002",3,5,8,9,11,12,15,16,17,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5003",2,4,5,6,8,9,10,16,18,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5004",1,2,4,5,7,10,12,15,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5005",1,6,7,9,11,12,15,16,17,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5006",2,3,5,9,11,14,15,16,17,18,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5007",1,5,7,8,11,13,16,18,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5008",1,4,6,8,9,10,13,14,17,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5009",3,5,6,7,12,13,14,17,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5010",3,5,6,8,9,13,15,17,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5011",2,3,6,7,12,14,16,17,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5012",2,3,5,9,10,12,13,15,16,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5013",2,4,6,7,8,13,14,17,18,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5014",2,5,7,8,10,12,14,15,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5015",1,2,4,8,9,10,12,13,15,18,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5016",2,3,4,5,6,9,10,11,12,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5017",2,3,4,7,8,14,16,17,18,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5018",1,2,4,5,6,8,9,11,13,14,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5019",1,2,4,6,8,9,10,11,16,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5020",1,5,6,7,9,12,15,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5021",2,3,8,10,11,12,14,17,18,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5022",2,3,4,5,7,8,12,13,16,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5023",1,3,7,9,12,13,14,17,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5024",2,4,7,8,9,10,16,17,18,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5025",4,5,6,7,8,10,13,14,16,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5026",1,2,3,8,11,13,14,17,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5027",1,2,7,9,12,13,16,17,18,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5028",1,6,7,9,10,13,14,15,18,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5029",4,6,7,8,9,11,14,17,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5030",1,2,5,7,8,10,11,16,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5031",2,4,5,7,9,10,12,13,14,16,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5032",1,2,3,5,9,11,12,16,18,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5033",1,5,7,8,10,13,14,16,18,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5034",1,3,5,6,8,10,11,14,18,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5035",5,7,8,9,11,12,16,17,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5036",1,5,7,8,10,14,16,17,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5037",2,5,7,8,11,12,16,18,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5038",1,6,8,9,10,12,15,17,18,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5039",3,4,10,11,12,13,15,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5040",1,2,4,7,8,12,13,14,18,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5041",1,3,8,9,16,17,18,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5042",1,2,3,7,8,14,15,16,17,18,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5043",3,6,8,11,12,13,14,15,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5044",1,5,7,8,13,15,17,18,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5045",1,3,4,8,10,12,14,15,17,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5046",5,7,9,10,12,13,15,18,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5047",2,3,4,5,7,8,9,18,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5048",2,5,6,7,8,13,14,16,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5049",1,5,7,8,10,13,15,17,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5050",2,5,6,7,8,11,14,17,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5051",2,3,4,5,11,12,14,17,18,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5052",3,5,6,11,12,13,14,16,17,18,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5053",2,3,4,10,14,15,17,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5054",1,2,5,8,12,15,16,17,18,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5055",4,5,6,9,12,13,15,16,17,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5056",5,6,8,9,10,11,12,15,18,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5057",2,4,6,9,11,12,15,16,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5058",2,3,4,6,8,12,14,15,17,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5059",1,3,5,6,7,8,9,13,15,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5060",1,4,6,7,12,14,15,16,17,18,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5061",1,3,5,7,11,13,14,16,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5062",4,5,6,8,12,13,16,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5063",2,4,5,7,8,9,12,14,15,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5064",3,9,10,12,13,14,17,18,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5065",3,4,5,8,9,11,13,14,15,18,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5066",3,4,5,7,8,11,14,15,18,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5067",1,3,4,5,7,9,10,13,14,17,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5068",2,3,5,6,7,9,11,12,18,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5069",1,5,8,10,11,14,15,16,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5070",2,3,4,7,8,11,14,16,18,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5071",4,8,10,12,13,14,15,16,17,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5072",4,6,7,10,11,12,13,14,16,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5073",3,8,9,12,13,15,17,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5074",2,3,4,5,6,7,8,15,18,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5075",2,6,8,11,12,13,14,16,18,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5076",3,4,7,11,14,16,17,18,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5077",2,3,4,7,8,9,10,11,12,16,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5078",1,2,3,5,6,9,14,15,16,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5079",1,3,6,8,9,11,13,15,17,18,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5080",1,2,3,4,5,11,12,13,17,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5081",2,3,5,6,7,8,10,13,17,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5082",1,3,5,8,10,13,14,16,18,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5083",2,3,5,10,11,12,14,17,18,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5084",2,3,6,10,11,13,15,17,18,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5085",3,4,5,6,7,9,11,17,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5086",1,7,8,9,10,12,16,17,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5087",1,3,4,9,10,12,16,18,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5088",3,4,5,9,10,11,18,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5089",1,5,6,8,16,17,18,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5090",1,3,4,5,6,10,14,15,17,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5091",1,3,7,8,9,13,14,18,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5092",2,3,4,5,6,9,13,17,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5093",3,4,5,10,11,12,16,18,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5094",1,4,6,8,10,12,16,18,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5095",3,4,5,8,13,15,16,17,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5096",1,3,4,6,7,9,11,15,18,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5097",1,5,6,7,8,9,13,15,17,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5098",3,9,10,12,13,14,15,16,17,18,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5099",5,8,9,11,12,15,16,17,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5100",3,7,9,11,13,14,15,18,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5101",1,2,4,6,9,10,12,14,16,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5102",5,6,7,8,9,12,13,16,18,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5103",1,4,6,10,12,14,17,18,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5104",1,3,4,6,7,10,17,18,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5105",3,4,6,9,12,16,17,18,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5106",4,6,7,9,10,12,14,18,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5107",3,6,7,9,10,12,13,15,17,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5108",2,7,10,12,13,14,15,17,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5109",2,3,4,7,9,15,16,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5110",3,5,6,7,9,10,13,16,18,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5111",6,7,8,9,10,13,14,16,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5112",3,4,6,7,8,10,14,16,18,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5113",3,6,7,10,12,14,17,18,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"5114",1,3,5,7,8,11,13,14,16,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
